# age,gender,hhType,hhId,Node
52,0,3,412,4174
54,0,3,429,1534
53,1,3,438,1561
52,1,3,425,4176
51,1,3,422,1544
56,0,3,422,1544
55,0,3,478,4158
59,1,3,428,1545
55,1,3,422,1544
60,0,3,480,4175
60,0,3,419,1537
64,0,3,465,1531
64,1,3,471,3999
67,1,3,485,3014
68,1,3,438,1561
65,1,3,465,1531
69,1,3,408,1545
68,1,3,463,4175
74,0,3,457,1536
72,0,3,447,1537
74,1,3,428,1545
79,0,3,468,1537
82,0,3,417,1543
80,0,3,483,4153
83,1,3,454,4162
81,1,3,428,1545
82,1,3,463,4175
82,1,3,451,4163
84,1,3,485,3014
86,0,3,419,1537
87,0,3,417,1543
88,1,3,470,1543
4,0,4,514,3154
3,1,4,563,1536
3,1,4,503,1542
6,0,4,530,1541
6,0,4,530,1541
7,1,4,503,1542
14,0,4,511,1544
14,0,4,550,1549
13,0,4,547,2960
18,0,4,560,4176
18,0,4,537,4176
16,0,4,534,4026
17,0,4,560,4176
15,1,4,530,1541
21,0,4,527,4054
21,0,4,527,4054
23,0,4,514,3154
23,1,4,550,1549
24,1,4,539,1543
26,0,4,504,1536
27,0,4,547,2960
25,0,4,552,1542
29,1,4,509,4026
28,1,4,562,4165
30,0,4,504,1536
35,0,4,539,1543
39,0,4,552,1542
38,0,4,509,4026
39,1,4,550,1549
37,1,4,509,4026
40,0,4,534,4026
42,0,4,560,4176
41,0,4,533,3999
41,0,4,503,1542
44,0,4,506,4176
44,1,4,511,1544
43,1,4,506,4176
43,1,4,515,4025
46,1,4,531,4163
48,1,4,563,1536
51,0,4,531,4163
51,1,4,514,3154
54,1,4,539,1543
58,0,4,539,1543
56,1,4,563,1536
57,1,4,504,1536
55,1,4,547,2960
58,1,4,563,1536
59,1,4,518,3155
58,1,4,547,2960
57,1,4,537,4176
57,1,4,534,4026
57,1,4,562,4165
63,0,4,518,3155
63,0,4,515,4025
60,0,4,533,3999
63,0,4,514,3154
63,1,4,527,4054
60,1,4,560,4176
65,0,4,534,4026
66,0,4,509,4026
65,0,4,530,1541
65,0,4,533,3999
65,0,4,506,4176
66,0,4,515,4025
66,1,4,504,1536
65,1,4,511,1544
68,1,4,552,1542
71,1,4,531,4163
73,1,4,511,1544
74,1,4,506,4176
78,0,4,552,1542
79,0,4,518,3155
75,0,4,503,1542
76,0,4,537,4176
77,0,4,562,4165
77,1,4,533,3999
79,1,4,518,3155
78,1,4,515,4025
83,0,4,562,4165
82,1,4,527,4054
84,1,4,531,4163
89,0,4,550,1549
86,1,4,537,4176
86,1,4,0,1534
2,0,5,583,1535
5,1,5,574,4026
11,0,5,570,4173
12,0,5,570,4173
13,1,5,586,1540
24,0,5,574,4026
20,1,5,583,1535
26,0,5,586,1540
38,0,5,569,1549
38,0,5,586,1540
35,1,5,586,1540
43,0,5,574,4026
47,0,5,570,4173
49,1,5,570,4173
58,1,5,574,4026
61,0,5,586,1540
64,1,5,570,4173
66,0,5,569,1549
68,0,5,583,1535
69,1,5,569,1549
74,1,5,583,1535
83,0,5,574,4026
80,1,5,569,1549
84,1,5,583,1535
89,0,5,569,1549
86,1,5,0,1534
86,1,5,0,1534
14,1,6,589,4152
17,1,6,592,4165
26,0,6,589,4152
35,1,6,589,4152
47,0,6,592,4165
48,1,6,589,4152
52,1,6,592,4165
60,0,6,592,4165
73,0,6,589,4152
78,1,6,592,4165
89,0,6,592,4165
87,1,6,589,4152
85,1,6,0,1534
87,1,6,0,1534
2,0,7,595,4164
0,1,7,594,4158
6,0,7,597,3154
5,1,7,594,4158
10,0,7,595,4164
14,1,7,594,4158
19,0,7,595,4164
19,1,7,594,4158
23,0,7,595,4164
23,1,7,597,3154
28,0,7,595,4164
30,0,7,594,4158
33,1,7,597,3154
38,0,7,595,4164
36,1,7,597,3154
43,0,7,597,3154
43,1,7,594,4158
45,0,7,595,4164
46,1,7,595,4164
51,0,7,595,4164
52,1,7,595,4164
58,1,7,595,4164
61,0,7,597,3154
61,1,7,597,3154
67,0,7,594,4158
72,0,7,595,4164
74,1,7,594,4158
79,0,7,597,3154
79,1,7,594,4158
81,0,7,595,4164
80,1,7,595,4164
89,0,7,597,3154
87,1,7,597,3154
18,1,1,29,3542
15,1,1,82,3542
22,0,1,38,3923
22,1,1,162,3923
27,0,1,186,3560
29,1,1,131,3560
26,1,1,187,815
26,1,1,95,3368
30,0,1,104,3367
34,0,1,150,1345
30,0,1,23,3923
33,0,1,58,3560
33,0,1,204,3723
31,1,1,51,172
31,1,1,171,3923
32,1,1,16,1346
34,1,1,213,3722
39,0,1,20,3542
39,0,1,103,3924
39,0,1,124,175
35,1,1,156,3549
35,1,1,97,3924
44,0,1,47,3367
41,0,1,111,1346
41,0,1,190,3925
41,1,1,35,2507
47,0,1,180,3549
47,0,1,52,2455
46,0,1,77,3923
46,1,1,9,3367
46,1,1,172,813
48,1,1,149,2528
47,1,1,0,3543
49,1,1,10,3542
50,0,1,86,1346
54,1,1,28,3723
54,1,1,169,3368
50,1,1,205,813
52,1,1,48,3549
56,0,1,105,3542
58,1,1,119,3367
57,1,1,113,2455
57,1,1,181,2493
55,1,1,151,175
60,0,1,73,3542
62,0,1,136,3543
61,1,1,11,2455
63,1,1,209,2455
60,1,1,14,3925
60,1,1,80,1345
62,1,1,210,2455
69,1,1,206,175
68,1,1,178,3924
72,0,1,8,3367
73,0,1,107,3367
74,1,1,32,1346
74,1,1,199,176
78,0,1,152,3721
77,0,1,154,3922
76,1,1,75,3368
77,1,1,76,4189
80,0,1,83,3368
82,0,1,93,4189
84,1,1,138,3542
2,0,2,329,3549
4,0,2,227,2493
2,0,2,301,3721
3,0,2,277,3925
4,0,2,360,3368
2,1,2,279,3367
0,1,2,270,1346
7,0,2,373,3922
8,0,2,229,175
9,0,2,255,176
8,0,2,293,1346
13,0,2,319,3367
13,0,2,337,3923
12,1,2,333,3925
13,1,2,360,3368
13,1,2,338,3723
19,0,2,274,2492
18,0,2,279,3367
16,0,2,288,3542
18,0,2,321,3723
16,1,2,302,2507
24,0,2,318,1345
23,0,2,316,3367
22,1,2,238,175
28,0,2,244,3366
25,1,2,297,3922
25,1,2,238,175
27,1,2,261,3922
33,0,2,262,3366
32,1,2,268,815
35,0,2,239,1345
36,0,2,297,3922
35,0,2,247,3924
37,0,2,237,3925
39,0,2,319,3367
35,0,2,301,3721
35,0,2,333,3925
38,0,2,222,1346
36,0,2,231,2455
37,1,2,337,3923
36,1,2,257,2493
44,0,2,277,3925
40,0,2,239,1345
42,1,2,225,1345
41,1,2,307,175
41,1,2,237,3925
43,1,2,321,3723
40,1,2,298,3542
45,0,2,316,3367
47,0,2,293,1346
46,0,2,274,2492
47,0,2,268,815
47,0,2,339,3560
48,1,2,242,2566
46,1,2,339,3560
53,0,2,288,3542
54,0,2,242,2566
53,1,2,270,1346
52,1,2,262,3366
59,0,2,225,1345
59,1,2,326,4189
58,1,2,248,3368
57,1,2,334,3549
59,1,2,244,3366
59,1,2,329,3549
59,1,2,330,2491
59,1,2,318,1345
60,0,2,330,2491
62,0,2,290,1346
64,0,2,261,3922
69,0,2,334,3549
65,1,2,371,3925
70,0,2,231,2455
72,0,2,255,176
71,0,2,371,3925
70,0,2,227,2493
72,1,2,302,2507
70,1,2,229,175
70,1,2,248,3368
71,1,2,247,3924
77,0,2,338,3723
79,1,2,222,1346
77,1,2,257,2493
78,1,2,326,4189
81,0,2,298,3542
82,1,2,307,175
84,1,2,373,3922
84,1,2,290,1346
87,1,2,0,3543
4,0,3,433,1345
3,0,3,392,813
2,1,3,420,3923
8,0,3,384,3549
6,0,3,447,3560
8,1,3,392,813
5,1,3,391,3922
13,0,3,396,2455
10,0,3,393,2528
20,0,3,406,176
20,1,3,404,813
24,1,3,447,3560
29,0,3,449,1346
26,0,3,449,1346
27,1,3,435,3925
34,0,3,391,3922
31,0,3,395,3368
35,1,3,420,3923
36,1,3,406,176
38,1,3,382,1345
43,0,3,406,176
41,0,3,402,3366
41,1,3,449,1346
40,1,3,396,2455
43,1,3,419,172
47,0,3,450,3366
45,0,3,433,1345
46,0,3,392,813
47,1,3,438,2528
46,1,3,450,3366
45,1,3,388,175
47,1,3,387,2566
45,1,3,419,172
46,1,3,393,2528
54,0,3,384,3549
51,1,3,396,2455
54,1,3,433,1345
53,1,3,435,3925
52,1,3,447,3560
54,1,3,391,3922
56,0,3,382,1345
59,0,3,438,2528
58,0,3,419,172
55,0,3,387,2566
57,1,3,435,3925
59,1,3,404,813
56,1,3,438,2528
61,1,3,395,3368
60,1,3,384,3549
65,0,3,387,2566
65,0,3,393,2528
69,1,3,395,3368
71,0,3,388,175
73,0,3,420,3923
70,1,3,388,175
78,0,3,402,3366
79,1,3,382,1345
78,1,3,450,3366
81,0,3,404,813
86,0,3,402,3366
2,0,4,479,2527
4,0,4,513,1345
1,0,4,511,175
1,0,4,502,3366
2,1,4,515,3723
3,1,4,499,3922
4,1,4,468,3560
4,1,4,514,3560
2,1,4,509,176
5,0,4,521,3925
5,0,4,497,172
6,0,4,465,2566
5,1,4,458,3723
9,1,4,509,176
9,1,4,510,2566
5,1,4,511,175
12,0,4,514,3560
14,0,4,463,1345
14,0,4,478,2493
11,1,4,476,3723
11,1,4,476,3723
14,1,4,509,176
18,0,4,521,3925
16,0,4,497,172
19,0,4,468,3560
18,0,4,467,3723
16,0,4,502,3366
19,0,4,472,3366
17,0,4,469,3924
19,1,4,493,3923
19,1,4,479,2527
22,0,4,458,3723
21,1,4,493,3923
21,1,4,463,1345
24,1,4,499,3922
24,1,4,510,2566
25,0,4,512,3543
28,0,4,465,2566
28,0,4,517,3923
28,1,4,515,3723
25,1,4,454,3925
26,1,4,499,3922
25,1,4,454,3925
27,1,4,470,1346
25,1,4,474,3366
27,1,4,512,3543
33,0,4,463,1345
34,0,4,499,3922
34,0,4,510,2566
31,1,4,521,3925
33,1,4,493,3923
31,1,4,476,3723
31,1,4,467,3723
31,1,4,465,2566
32,1,4,513,1345
31,1,4,513,1345
30,1,4,511,175
37,0,4,515,3723
37,0,4,497,172
38,0,4,517,3923
38,0,4,474,3366
39,0,4,467,3723
35,0,4,517,3923
38,1,4,474,3366
36,1,4,512,3543
38,1,4,470,1346
38,1,4,512,3543
40,0,4,514,3560
41,0,4,468,3560
40,0,4,510,2566
44,0,4,511,175
40,1,4,484,3367
43,1,4,454,3925
45,0,4,472,3366
45,1,4,476,3723
45,1,4,479,2527
52,0,4,509,176
54,0,4,470,1346
53,0,4,469,3924
54,1,4,484,3367
52,1,4,469,3924
50,1,4,514,3560
58,0,4,502,3366
57,0,4,470,1346
58,0,4,468,3560
56,1,4,515,3723
60,0,4,478,2493
63,0,4,517,3923
63,1,4,521,3925
63,1,4,478,2493
69,0,4,472,3366
68,0,4,458,3723
69,1,4,478,2493
67,1,4,484,3367
66,1,4,474,3366
70,0,4,502,3366
72,0,4,458,3723
73,0,4,484,3367
74,1,4,472,3366
75,0,4,465,2566
79,0,4,467,3723
79,0,4,497,172
77,1,4,493,3923
78,1,4,463,1345
83,1,4,479,2527
82,1,4,454,3925
89,0,4,513,1345
86,1,4,469,3924
4,1,5,529,1346
12,1,5,528,3366
16,0,5,527,3723
24,0,5,527,3723
22,0,5,529,1346
25,0,5,530,2566
27,1,5,528,3366
39,0,5,530,2566
42,0,5,527,3723
40,0,5,529,1346
41,1,5,528,3366
47,1,5,527,3723
51,1,5,527,3723
60,0,5,530,2566
69,1,5,530,2566
75,1,5,529,1346
82,1,5,529,1346
89,0,5,528,3366
89,1,5,528,3366
86,1,5,530,2566
2,1,6,538,175
13,1,6,538,175
19,0,6,539,3365
22,0,6,538,175
23,1,6,538,175
27,1,6,539,3365
38,0,6,538,175
48,0,6,538,175
46,1,6,539,3365
54,0,6,539,3365
57,1,6,539,3365
69,1,6,539,3365
88,0,6,0,3543
87,1,6,0,3543
2,0,7,543,4189
0,1,7,543,4189
9,0,7,544,3721
8,1,7,544,3721
12,0,7,543,4189
10,1,7,543,4189
17,0,7,544,3721
18,1,7,543,4189
23,0,7,544,3721
23,1,7,544,3721
29,0,7,543,4189
28,1,7,544,3721
32,0,7,544,3721
31,1,7,544,3721
38,0,7,543,4189
44,0,7,544,3721
47,0,7,544,3721
54,0,7,543,4189
56,1,7,544,3721
69,0,7,543,4189
69,1,7,544,3721
78,0,7,543,4189
83,1,7,543,4189
16,0,1,50,3846
18,0,1,33,3499
18,0,1,125,4309
19,0,1,225,1373
18,1,1,150,2924
15,1,1,75,2925
19,1,1,119,1354
17,1,1,141,3531
16,1,1,237,1374
24,0,1,57,3345
23,0,1,95,3532
22,1,1,245,3847
23,1,1,28,2866
24,1,1,219,1360
27,0,1,240,2926
27,0,1,36,1369
26,0,1,217,1375
29,1,1,208,1374
26,1,1,255,2925
28,1,1,178,400
25,1,1,8,1361
29,1,1,32,3359
25,1,1,85,3350
25,1,1,42,3359
29,1,1,78,3354
28,1,1,65,2872
33,0,1,128,1361
30,0,1,158,3352
34,0,1,236,2881
31,0,1,35,1371
33,0,1,76,1354
34,0,1,200,1369
31,0,1,83,3531
30,1,1,239,3348
33,1,1,103,3354
31,1,1,205,3920
36,0,1,170,3532
37,0,1,228,1369
39,0,1,204,1376
39,0,1,201,3352
36,0,1,252,3921
35,1,1,120,3358
38,1,1,234,3532
40,0,1,51,4309
44,0,1,3,1357
44,0,1,136,3348
40,1,1,14,3348
42,1,1,249,3345
49,0,1,185,2881
47,0,1,67,2922
46,1,1,188,4309
45,1,1,30,1368
50,0,1,232,2643
52,0,1,216,1378
53,0,1,71,2875
54,1,1,149,1354
54,1,1,114,3920
52,1,1,62,3346
53,1,1,163,3354
50,1,1,100,3927
50,1,1,180,3352
59,0,1,138,1377
59,0,1,184,1373
58,0,1,98,1374
56,0,1,254,2921
57,0,1,250,1354
59,0,1,9,4309
59,0,1,156,3348
57,1,1,1,1354
59,1,1,129,3352
57,1,1,118,3531
59,1,1,167,1368
59,1,1,49,2870
56,1,1,90,3531
62,0,1,154,3351
64,0,1,23,1377
63,0,1,212,3532
63,0,1,179,3352
64,0,1,247,1361
64,0,1,117,3531
62,0,1,210,1358
64,0,1,77,3847
60,0,1,133,1361
60,1,1,162,2880
64,1,1,13,1354
62,1,1,135,3353
63,1,1,73,1356
63,1,1,99,3345
63,1,1,89,1361
61,1,1,93,2874
68,0,1,110,1354
68,0,1,155,3531
69,0,1,34,2870
65,1,1,134,3354
66,1,1,53,3929
73,1,1,139,3358
70,1,1,169,3112
78,0,1,175,3345
79,0,1,44,1376
76,0,1,102,2623
78,0,1,38,3351
78,0,1,147,3532
75,0,1,24,3499
78,0,1,146,3532
75,0,1,194,2873
75,0,1,11,3350
77,0,1,159,1373
76,0,1,181,4309
78,0,1,10,2924
78,0,1,224,3350
78,1,1,19,1378
78,1,1,242,1368
75,1,1,22,3847
76,1,1,113,3531
79,1,1,86,3353
77,1,1,198,2866
76,1,1,111,3846
78,1,1,231,1360
77,1,1,238,1358
79,1,1,140,2880
83,0,1,213,3348
84,0,1,121,2872
83,0,1,115,3352
84,1,1,127,1375
81,1,1,230,1378
83,1,1,4,3348
83,1,1,248,400
82,1,1,20,3352
83,1,1,58,3353
87,1,1,41,3353
85,1,1,15,3532
86,1,1,221,3112
89,1,1,5,2873
3,0,2,332,2880
4,0,2,354,3352
1,1,2,365,3929
4,1,2,341,3532
5,0,2,290,3499
9,0,2,329,3532
5,0,2,380,3920
7,0,2,304,3358
8,1,2,273,3354
9,1,2,325,3532
5,1,2,280,3346
10,0,2,343,3929
10,0,2,389,3348
10,1,2,270,2871
19,0,2,362,1377
17,0,2,316,1359
24,1,2,305,1378
24,1,2,348,2866
20,1,2,313,3531
24,1,2,300,1354
24,1,2,295,2871
22,1,2,367,3350
22,1,2,331,3927
27,0,2,395,3358
25,0,2,375,1375
28,0,2,268,1377
29,0,2,321,2925
28,0,2,288,3920
26,1,2,386,3846
27,1,2,267,1376
25,1,2,339,1354
25,1,2,276,3348
34,0,2,300,1354
30,0,2,266,3358
33,0,2,383,3532
31,1,2,388,3499
34,1,2,365,3929
34,1,2,393,3532
32,1,2,327,3346
37,0,2,366,3114
37,0,2,305,1378
37,1,2,320,2623
37,1,2,391,3499
36,1,2,267,1376
39,1,2,387,3353
37,1,2,395,3358
39,1,2,261,1373
43,0,2,352,1368
41,0,2,322,2875
42,0,2,334,1356
40,0,2,362,1377
40,0,2,291,2866
40,0,2,284,3921
42,0,2,336,2880
40,1,2,372,3499
45,0,2,315,1361
45,0,2,286,2925
48,0,2,306,1356
45,0,2,315,1361
46,0,2,344,3345
47,0,2,332,2880
46,1,2,311,2871
48,1,2,336,2880
45,1,2,281,3532
45,1,2,351,2873
48,1,2,382,3531
48,1,2,400,1378
51,0,2,344,3345
54,0,2,306,1356
51,0,2,334,1356
50,0,2,341,3532
53,0,2,310,3846
50,0,2,400,1378
54,0,2,368,2874
53,0,2,262,3920
53,1,2,382,3531
51,1,2,276,3348
54,1,2,377,3133
53,1,2,377,3133
50,1,2,366,3114
54,1,2,347,2925
54,1,2,331,3927
57,0,2,329,3532
59,0,2,391,3499
58,0,2,378,1371
58,1,2,363,3112
58,1,2,346,400
56,1,2,367,3350
59,1,2,343,3929
56,1,2,354,3352
57,1,2,313,3531
55,1,2,348,2866
59,1,2,388,3499
62,0,2,311,2871
64,0,2,376,3349
63,0,2,335,2874
61,0,2,355,1375
64,0,2,282,2874
64,0,2,335,2874
62,1,2,393,3532
61,1,2,280,3346
64,1,2,262,3920
60,1,2,301,3532
60,1,2,389,3348
64,1,2,347,2925
68,0,2,351,2873
65,0,2,282,2874
69,0,2,284,3921
68,0,2,381,3846
67,0,2,368,2874
67,0,2,327,3346
68,0,2,272,1378
66,0,2,278,3532
66,0,2,268,1377
68,1,2,291,2866
69,1,2,345,1374
65,1,2,320,2623
68,1,2,266,3358
65,1,2,322,2875
65,1,2,263,3499
67,1,2,286,2925
70,0,2,324,2880
70,0,2,386,3846
73,0,2,260,2873
72,0,2,259,2643
72,0,2,380,3920
71,0,2,278,3532
73,0,2,363,3112
73,0,2,321,2925
74,0,2,272,1378
73,1,2,397,3112
73,1,2,295,2871
71,1,2,399,2924
70,1,2,259,2643
74,1,2,304,3358
71,1,2,324,2880
70,1,2,375,1375
75,0,2,258,1378
75,1,2,381,3846
79,1,2,301,3532
76,1,2,325,3532
77,1,2,261,1373
78,1,2,387,3353
76,1,2,378,1371
76,1,2,355,1375
81,0,2,290,3499
83,0,2,383,3532
81,0,2,273,3354
84,0,2,345,1374
84,0,2,263,3499
84,0,2,339,1354
84,1,2,281,3532
83,1,2,270,2871
83,1,2,288,3920
84,1,2,399,2924
81,1,2,397,3112
84,1,2,260,2873
84,1,2,372,3499
82,1,2,376,3349
86,0,2,352,1368
86,0,2,258,1378
87,0,2,346,400
88,0,2,316,1359
88,0,2,310,3846
0,0,3,406,1375
3,0,3,413,1377
2,0,3,406,1375
2,1,3,424,3920
3,1,3,436,3133
9,0,3,424,3920
10,0,3,411,3352
12,0,3,423,3114
12,0,3,429,3929
11,1,3,446,1354
19,0,3,438,3531
19,0,3,413,1377
20,0,3,440,3920
20,0,3,414,2623
20,0,3,427,3348
23,1,3,423,3114
24,1,3,418,3530
27,0,3,419,2925
28,0,3,418,3530
28,0,3,401,1354
25,0,3,425,3354
28,0,3,405,2623
26,1,3,429,3929
25,1,3,437,2874
27,1,3,401,1354
31,0,3,445,1356
34,1,3,413,1377
32,1,3,412,3531
35,0,3,448,1356
37,0,3,415,3531
35,1,3,416,3353
36,1,3,427,3348
37,1,3,425,3354
43,0,3,446,1354
41,1,3,444,3348
47,0,3,425,3354
49,0,3,415,3531
46,0,3,448,1356
49,1,3,411,3352
51,1,3,446,1354
54,1,3,448,1356
51,1,3,419,2925
59,0,3,411,3352
55,1,3,405,2623
58,1,3,414,2623
60,0,3,426,1357
60,0,3,423,3114
60,0,3,429,3929
64,0,3,440,3920
62,0,3,436,3133
62,1,3,439,3531
63,1,3,438,3531
61,1,3,426,1357
62,1,3,439,3531
61,1,3,416,3353
63,1,3,414,2623
64,1,3,440,3920
66,0,3,416,3353
69,0,3,408,2873
68,0,3,415,3531
65,0,3,427,3348
68,1,3,412,3531
68,1,3,437,2874
68,1,3,445,1356
68,1,3,439,3531
69,1,3,401,1354
70,1,3,438,3531
74,1,3,418,3530
73,1,3,408,2873
70,1,3,424,3920
72,1,3,408,2873
73,1,3,444,3348
75,1,3,419,2925
79,1,3,406,1375
84,0,3,405,2623
83,0,3,412,3531
80,0,3,444,3348
84,1,3,445,1356
82,1,3,426,1357
86,0,3,436,3133
85,1,3,437,2874
4,0,4,450,3927
6,0,4,474,2875
13,0,4,449,3354
13,0,4,465,3499
11,1,4,465,3499
13,1,4,454,3354
29,0,4,449,3354
27,1,4,463,1359
30,1,4,456,2881
31,1,4,449,3354
31,1,4,463,1359
35,0,4,450,3927
35,1,4,457,2872
44,0,4,474,2875
43,1,4,457,2872
47,0,4,457,2872
45,0,4,456,2881
52,1,4,465,3499
54,1,4,450,3927
54,1,4,449,3354
55,1,4,454,3354
58,1,4,474,2875
57,1,4,463,1359
60,0,4,450,3927
69,0,4,463,1359
69,1,4,456,2881
74,1,4,474,2875
77,0,4,457,2872
76,0,4,456,2881
75,1,4,454,3354
81,0,4,458,2873
81,0,4,458,2873
82,1,4,454,3354
81,1,4,458,2873
86,0,4,458,2873
86,1,4,465,3499
1,0,5,482,3846
2,1,5,485,3345
7,0,5,486,1371
14,0,5,483,3358
14,1,5,479,3353
15,0,5,486,1371
22,0,5,479,3353
24,1,5,486,1371
26,0,5,482,3846
26,1,5,483,3358
35,0,5,479,3353
40,0,5,482,3846
44,0,5,483,3358
46,0,5,485,3345
53,0,5,482,3846
53,0,5,480,2871
54,1,5,480,2871
53,1,5,478,3349
58,0,5,483,3358
55,1,5,482,3846
62,0,5,479,3353
61,0,5,478,3349
64,1,5,478,3349
60,1,5,480,2871
69,0,5,480,2871
65,1,5,478,3349
70,0,5,485,3345
71,1,5,486,1371
74,1,5,486,1371
73,1,5,483,3358
75,0,5,485,3345
77,0,5,478,3349
77,1,5,479,3353
81,1,5,480,2871
88,0,5,485,3345
4,1,6,491,3351
5,0,6,490,3345
8,1,6,489,1369
19,0,6,490,3345
15,1,6,491,3351
20,0,6,491,3351
23,1,6,490,3345
25,0,6,491,3351
28,1,6,490,3345
31,1,6,491,3351
35,1,6,491,3351
57,0,6,489,1369
57,1,6,489,1369
61,1,6,489,1369
67,0,6,490,3345
67,1,6,489,1369
72,0,6,490,3345
72,1,6,489,1369
4,0,7,493,3499
22,0,7,493,3499
26,1,7,493,3499
34,0,7,493,3499
43,0,7,493,3499
54,0,7,493,3499
54,1,7,493,3499
55,0,7,493,3499
55,1,7,493,3499
60,0,7,493,3499
72,1,7,493,3499
