# ID,Age,Gender,HHtype,HH_ID
119,9,0,2,116
120,7,0,2,137
121,5,1,2,110
122,7,1,2,117
123,8,1,2,112
124,13,1,2,119
125,14,1,2,132
126,14,1,2,143
127,18,0,2,156
128,18,0,2,144
129,15,0,2,115
130,19,1,2,159
131,15,1,2,107
132,17,1,2,148
133,20,1,2,110
134,21,1,2,162
135,20,1,2,158
136,24,1,2,126
137,23,1,2,147
138,29,1,2,157
139,25,1,2,118
140,26,1,2,127
141,28,1,2,109
142,28,1,2,125
143,29,1,2,132
144,26,1,2,122
145,29,1,2,130
146,27,1,2,155
147,30,0,2,129
148,33,0,2,122
149,39,0,2,159
150,38,0,2,120
151,38,0,2,111
152,39,0,2,125
153,39,0,2,153
154,35,0,2,133
155,35,0,2,164
156,38,1,2,145
157,38,1,2,151
158,38,1,2,128
159,35,1,2,124
160,35,1,2,130
161,38,1,2,137
162,43,0,2,112
163,40,0,2,120
164,42,0,2,157
165,43,0,2,160
166,49,0,2,129
167,46,0,2,150
168,49,1,2,142
169,49,1,2,153
170,49,1,2,149
171,45,1,2,144
172,45,1,2,115
173,47,1,2,114
174,46,1,2,142
175,47,1,2,136
176,46,1,2,124
177,52,0,2,108
178,50,0,2,154
179,51,0,2,139
180,52,1,2,113
181,59,0,2,139
182,55,0,2,135
183,59,0,2,123
184,57,0,2,156
185,57,0,2,138
186,59,1,2,111
187,56,1,2,117
188,60,0,2,155
189,63,0,2,160
190,63,1,2,158
191,63,1,2,150
192,63,1,2,140
193,69,0,2,126
194,67,0,2,152
195,67,0,2,135
196,65,0,2,113
197,67,0,2,151
198,67,0,2,154
199,69,0,2,136
200,71,0,2,140
201,70,0,2,148
202,71,1,2,133
203,73,1,2,146
204,72,1,2,164
205,71,1,2,162
206,72,1,2,107
207,74,1,2,152
208,70,1,2,138
209,76,0,2,123
210,79,0,2,128
211,77,0,2,134
212,79,1,2,118
213,75,1,2,145
214,80,0,2,149
215,80,1,2,161
216,83,1,2,134
217,84,1,2,146
218,82,1,2,163
219,86,0,2,127
220,85,0,2,161
221,89,1,2,116
222,85,1,2,114
223,85,1,2,0
224,2,0,3,165
225,3,0,3,185
226,4,0,3,176
227,1,1,3,188
228,1,1,3,176
229,9,0,3,179
230,5,0,3,199
231,8,0,3,186
232,5,0,3,186
233,6,1,3,197
234,6,1,3,174
235,9,1,3,166
236,10,0,3,189
237,14,0,3,174
238,12,0,3,183
239,12,0,3,182
240,19,0,3,167
241,16,0,3,169
242,18,0,3,196
243,21,0,3,172
244,21,0,3,167
245,24,0,3,189
246,20,0,3,203
247,24,1,3,188
248,22,1,3,171
249,22,1,3,193
250,21,1,3,190
251,21,1,3,203
252,22,1,3,178
253,25,1,3,182
254,28,1,3,191
255,27,1,3,169
256,34,0,3,184
257,33,0,3,196
258,31,0,3,175
259,32,0,3,173
260,34,0,3,201
261,32,0,3,176
262,30,0,3,166
263,33,0,3,168
264,32,0,3,177
265,31,0,3,197
266,33,0,3,192
267,33,0,3,170
268,33,0,3,184
269,34,1,3,183
270,33,1,3,201
271,33,1,3,195
272,33,1,3,183
273,32,1,3,194
274,30,1,3,180
275,34,1,3,172
276,33,1,3,181
277,33,1,3,191
278,35,0,3,180
279,39,0,3,177
280,35,0,3,182
281,36,1,3,168
282,36,1,3,171
283,39,1,3,165
284,35,1,3,200
285,42,1,3,199
286,41,1,3,187
287,41,1,3,184
288,42,1,3,181
289,49,0,3,193
290,45,0,3,180
291,48,0,3,188
292,49,0,3,187
293,46,0,3,173
294,47,1,3,190
295,45,1,3,198
296,46,1,3,203
297,47,1,3,177
298,49,1,3,168
299,46,1,3,196
300,46,1,3,202
301,47,1,3,166
302,54,1,3,197
303,59,1,3,200
304,55,1,3,202
305,57,1,3,178
306,60,0,3,173
307,61,0,3,185
308,62,0,3,181
309,63,0,3,194
310,64,0,3,191
311,64,1,3,175
312,60,1,3,169
313,61,1,3,194
314,61,1,3,199
315,60,1,3,198
316,68,1,3,190
317,68,1,3,195
318,65,1,3,185
319,68,1,3,179
320,65,1,3,170
321,67,1,3,186
322,70,0,3,171
323,70,0,3,167
324,74,0,3,195
325,70,0,3,187
326,72,0,3,179
327,74,1,3,200
328,73,1,3,198
329,72,1,3,170
330,70,1,3,201
331,74,1,3,178
332,72,1,3,175
333,72,1,3,193
334,76,0,3,192
335,75,0,3,189
336,75,0,3,192
337,76,1,3,174
338,80,1,3,202
339,82,1,3,165
340,89,0,3,172
341,89,1,3,0
342,87,1,3,0
343,4,0,4,207
344,2,0,4,221
345,3,1,4,209
346,0,1,4,205
347,3,1,4,210
348,2,1,4,212
349,10,0,4,206
350,12,0,4,220
351,11,0,4,206
352,14,1,4,211
353,12,1,4,207
354,16,0,4,221
355,18,0,4,207
356,19,0,4,213
357,18,0,4,214
358,18,1,4,206
359,16,1,4,216
360,24,0,4,217
361,20,0,4,204
362,20,1,4,208
363,22,1,4,204
364,23,1,4,212
365,20,1,4,205
366,21,1,4,217
367,20,1,4,213
368,24,1,4,205
369,20,1,4,205
370,28,0,4,206
371,26,0,4,220
372,29,0,4,220
373,26,0,4,212
374,29,0,4,211
375,28,0,4,204
376,29,0,4,209
377,28,1,4,217
378,25,1,4,209
379,31,0,4,218
380,31,0,4,204
381,32,1,4,218
382,31,1,4,219
383,32,1,4,221
384,33,1,4,221
385,36,0,4,211
386,38,0,4,215
387,38,0,4,208
388,39,1,4,210
389,38,1,4,219
390,46,0,4,219
391,48,0,4,215
392,48,0,4,213
393,48,0,4,218
394,45,0,4,220
395,49,1,4,215
396,45,1,4,211
397,50,0,4,214
398,52,1,4,214
399,57,1,4,215
400,61,0,4,216
401,64,0,4,218
402,62,0,4,207
403,62,0,4,213
404,66,0,4,208
405,69,0,4,219
406,68,1,4,216
407,65,1,4,210
408,66,1,4,212
409,73,0,4,217
410,70,0,4,216
411,73,0,4,214
412,79,1,4,209
413,77,1,4,210
414,81,0,4,208
415,83,1,4,0
416,88,0,4,0
417,89,1,4,0
418,1,0,5,229
419,3,0,5,228
420,4,1,5,223
421,8,0,5,222
422,7,0,5,226
423,14,0,5,223
424,14,0,5,228
425,14,0,5,222
426,11,1,5,228
427,12,1,5,225
428,16,1,5,223
429,20,1,5,229
430,25,1,5,227
431,32,0,5,229
432,34,1,5,224
433,32,1,5,222
434,38,0,5,227
435,36,1,5,226
436,42,0,5,225
437,44,1,5,229
438,41,1,5,224
439,48,1,5,225
440,53,0,5,222
441,51,1,5,224
442,57,0,5,227
443,57,0,5,227
444,55,0,5,229
445,55,0,5,228
446,57,0,5,225
447,60,1,5,224
448,66,0,5,226
449,69,1,5,226
450,65,1,5,226
451,73,0,5,225
452,71,1,5,223
453,76,0,5,228
454,75,0,5,223
455,78,1,5,227
456,82,0,5,222
457,83,1,5,224
458,89,0,5,0
459,85,1,5,0
460,3,0,6,231
461,1,1,6,232
462,9,0,6,230
463,7,1,6,230
464,13,0,6,232
465,14,1,6,232
466,16,1,6,233
467,20,0,6,234
468,22,1,6,232
469,28,0,6,233
470,29,1,6,234
471,32,0,6,234
472,33,1,6,232
473,33,1,6,234
474,38,0,6,234
475,36,1,6,231
476,42,0,6,231
477,48,0,6,230
478,48,1,6,233
479,49,1,6,230
480,52,0,6,232
481,59,1,6,233
482,61,0,6,230
483,67,0,6,230
484,69,1,6,234
485,73,0,6,231
486,73,1,6,231
487,77,0,6,231
488,77,1,6,233
489,80,0,6,233
490,88,0,6,0
491,89,1,6,0
492,0,0,7,237
493,3,1,7,235
494,7,0,7,237
495,13,0,7,237
496,13,1,7,235
497,15,0,7,235
498,19,1,7,235
499,23,0,7,235
500,21,1,7,235
501,27,0,7,237
502,28,1,7,236
503,33,0,7,236
504,31,1,7,237
505,35,0,7,236
506,38,1,7,235
507,44,0,7,237
508,42,1,7,235
509,49,0,7,235
510,47,1,7,236
511,53,0,7,237
512,55,1,7,237
513,64,0,7,236
514,63,1,7,236
515,65,0,7,235
516,67,1,7,235
517,70,0,7,235
518,71,1,7,236
519,76,1,7,236
520,81,1,7,235
521,86,1,7,235
