# ID,Age,Gender,HHtype,HH_ID
457,74,0,4,256
458,71,0,4,245
459,73,1,4,243
460,72,1,4,246
461,71,1,4,258
462,70,1,4,257
463,70,1,4,254
464,73,1,4,237
465,79,0,4,242
466,78,0,4,239
467,75,1,4,250
468,78,1,4,237
469,78,1,4,239
470,75,1,4,249
471,77,1,4,245
472,75,1,4,262
473,83,0,4,254
474,80,0,4,238
475,81,0,4,247
476,81,1,4,237
477,81,1,4,261
478,83,1,4,256
479,82,1,4,259
480,89,0,4,253
481,88,1,4,251
482,89,1,4,252
483,4,0,5,271
484,4,0,5,266
485,2,1,5,267
486,9,1,5,265
487,7,1,5,269
488,12,0,5,266
489,14,0,5,263
490,15,0,5,266
491,18,1,5,269
492,24,0,5,263
493,21,1,5,266
494,25,0,5,270
495,29,1,5,272
496,29,1,5,265
497,33,0,5,272
498,36,0,5,264
499,36,0,5,267
500,38,1,5,270
501,36,1,5,268
502,39,1,5,264
503,44,0,5,270
504,44,0,5,269
505,41,0,5,272
506,42,1,5,271
507,48,0,5,272
508,48,0,5,265
509,51,0,5,264
510,50,0,5,265
511,51,0,5,264
512,51,1,5,267
513,52,1,5,266
514,56,0,5,264
515,63,0,5,270
516,60,0,5,267
517,64,1,5,271
518,62,1,5,268
519,60,1,5,267
520,60,1,5,263
521,67,0,5,269
522,67,0,5,271
523,68,1,5,269
524,74,0,5,263
525,77,0,5,271
526,78,0,5,270
527,77,0,5,272
528,77,1,5,268
529,77,1,5,265
530,83,0,5,268
531,81,1,5,268
532,88,0,5,263
533,89,1,5,0
534,1,0,6,274
535,4,1,6,274
536,6,1,6,275
537,10,0,6,274
538,14,1,6,274
539,22,1,6,275
540,28,0,6,275
541,33,0,6,275
542,32,1,6,273
543,35,1,6,274
544,44,0,6,273
545,44,1,6,275
546,49,0,6,274
547,48,1,6,273
548,51,0,6,273
549,50,1,6,273
550,58,0,6,273
551,59,1,6,275
552,63,1,6,0
553,65,0,6,0
554,74,1,6,0
555,78,1,6,0
556,82,0,6,0
