# ID,Age,Gender,HHtype,HH_ID
614,11,1,4,284
615,12,1,4,312
616,10,1,4,294
617,11,1,4,342
618,11,1,4,298
619,13,1,4,268
620,14,1,4,313
621,12,1,4,278
622,14,1,4,311
623,10,1,4,328
624,14,1,4,291
625,12,1,4,332
626,12,1,4,286
627,14,1,4,303
628,13,1,4,297
629,16,0,4,252
630,19,0,4,344
631,15,0,4,283
632,18,0,4,258
633,19,0,4,335
634,19,0,4,311
635,16,0,4,253
636,16,0,4,289
637,17,0,4,340
638,15,0,4,329
639,18,0,4,271
640,16,0,4,296
641,17,0,4,344
642,16,0,4,252
643,19,0,4,265
644,18,0,4,300
645,16,0,4,321
646,16,0,4,254
647,16,0,4,280
648,16,0,4,253
649,18,0,4,341
650,16,0,4,281
651,16,0,4,319
652,16,0,4,320
653,19,0,4,267
654,19,0,4,330
655,19,0,4,248
656,16,0,4,247
657,19,0,4,318
658,17,0,4,261
659,17,0,4,314
660,19,0,4,265
661,18,0,4,322
662,19,0,4,314
663,18,0,4,275
664,18,0,4,269
665,18,0,4,289
666,15,0,4,280
667,15,0,4,285
668,15,0,4,325
669,16,0,4,323
670,18,0,4,251
671,19,1,4,248
672,18,1,4,268
673,19,1,4,261
674,18,1,4,290
675,17,1,4,266
676,19,1,4,303
677,18,1,4,259
678,19,1,4,337
679,19,1,4,338
680,15,1,4,336
681,17,1,4,340
682,15,1,4,319
683,17,1,4,304
684,17,1,4,327
685,18,1,4,322
686,15,1,4,285
687,17,1,4,274
688,24,0,4,286
689,23,0,4,292
690,24,0,4,297
691,20,0,4,293
692,22,0,4,305
693,23,0,4,275
694,20,0,4,328
695,22,0,4,280
696,20,0,4,319
697,21,0,4,299
698,24,0,4,269
699,24,0,4,294
700,22,1,4,290
701,23,1,4,259
702,20,1,4,278
703,21,1,4,307
704,22,1,4,316
705,22,1,4,309
706,21,1,4,283
707,21,1,4,288
708,23,1,4,321
709,20,1,4,306
710,20,1,4,251
711,28,0,4,341
712,26,0,4,315
713,26,0,4,272
714,26,0,4,324
715,26,0,4,260
716,29,0,4,273
717,29,0,4,276
718,27,0,4,333
719,29,1,4,332
720,27,1,4,273
721,28,1,4,303
722,26,1,4,274
723,25,1,4,252
724,28,1,4,337
725,28,1,4,300
726,27,1,4,336
727,25,1,4,316
728,31,0,4,329
729,34,0,4,302
730,33,0,4,312
731,30,0,4,296
732,31,0,4,284
733,33,0,4,343
734,32,1,4,293
735,33,1,4,335
736,31,1,4,312
737,33,1,4,257
738,33,1,4,336
739,34,1,4,292
740,37,0,4,326
741,37,0,4,338
742,39,0,4,294
743,36,0,4,258
744,36,0,4,307
745,36,0,4,310
746,37,0,4,260
747,36,0,4,277
748,35,0,4,318
749,39,0,4,299
750,39,0,4,258
751,35,1,4,283
752,37,1,4,304
753,36,1,4,271
754,39,1,4,342
755,39,1,4,257
756,36,1,4,325
757,36,1,4,249
758,35,1,4,335
759,37,1,4,276
760,37,1,4,301
761,36,1,4,308
762,36,1,4,270
763,43,0,4,255
764,40,0,4,313
765,43,0,4,343
766,43,0,4,333
767,40,0,4,307
768,43,0,4,255
769,43,0,4,265
770,40,0,4,321
771,40,0,4,272
772,42,0,4,295
773,42,0,4,254
774,41,0,4,320
775,42,0,4,279
776,42,0,4,267
777,41,0,4,252
778,43,0,4,266
779,44,0,4,342
780,43,0,4,249
781,42,0,4,294
782,41,0,4,336
783,42,0,4,302
784,42,0,4,343
785,44,1,4,289
786,42,1,4,313
787,41,1,4,300
788,41,1,4,283
789,43,1,4,260
790,42,1,4,267
791,41,1,4,319
792,44,1,4,324
793,43,1,4,338
794,40,1,4,279
795,44,1,4,317
796,43,1,4,344
797,42,1,4,274
798,40,1,4,274
799,43,1,4,299
800,43,1,4,340
801,44,1,4,334
802,40,1,4,268
803,41,1,4,281
804,44,1,4,327
805,41,1,4,320
806,40,1,4,299
807,40,1,4,305
808,44,1,4,292
809,44,1,4,328
810,40,1,4,286
811,49,1,4,289
812,46,1,4,297
813,49,1,4,254
814,47,1,4,276
815,45,1,4,284
816,49,1,4,301
817,45,1,4,262
818,47,1,4,309
819,48,1,4,315
820,45,1,4,275
821,49,1,4,329
822,45,1,4,293
823,45,1,4,290
824,47,1,4,296
825,49,1,4,331
826,45,1,4,337
827,48,1,4,306
828,49,1,4,310
829,45,1,4,262
830,49,1,4,320
831,48,1,4,339
832,45,1,4,264
833,48,1,4,268
834,46,1,4,265
835,49,1,4,250
836,46,1,4,291
837,51,0,4,257
838,54,0,4,308
839,52,0,4,306
840,54,0,4,261
841,51,0,4,328
842,51,0,4,322
843,50,0,4,297
844,52,0,4,276
845,52,0,4,332
846,50,0,4,310
847,53,0,4,247
848,51,0,4,247
849,50,0,4,334
850,52,0,4,263
851,54,0,4,260
852,52,0,4,295
853,52,0,4,281
854,50,1,4,298
855,50,1,4,256
856,51,1,4,312
857,52,1,4,341
858,50,1,4,277
859,50,1,4,334
860,52,1,4,324
861,54,1,4,330
862,53,1,4,315
863,54,1,4,251
864,51,1,4,284
865,51,1,4,251
866,54,1,4,311
867,50,1,4,270
868,54,1,4,249
869,51,1,4,248
870,52,1,4,291
871,50,1,4,298
872,51,1,4,287
873,52,1,4,305
874,51,1,4,340
875,58,0,4,247
876,59,0,4,273
877,56,0,4,288
878,56,0,4,339
879,59,0,4,279
880,55,0,4,285
881,57,0,4,338
882,58,0,4,326
883,58,0,4,250
884,55,0,4,317
885,56,0,4,282
886,56,0,4,316
887,56,0,4,344
888,56,0,4,282
889,58,0,4,318
890,59,0,4,259
891,56,0,4,322
892,55,0,4,257
893,59,1,4,334
894,58,1,4,327
895,57,1,4,292
896,62,0,4,253
897,62,0,4,302
898,62,0,4,287
899,61,0,4,331
900,62,0,4,333
901,61,0,4,256
902,60,0,4,286
903,63,0,4,249
904,64,1,4,287
905,62,1,4,267
906,64,1,4,282
907,64,1,4,332
908,64,1,4,309
909,64,1,4,255
910,66,0,4,270
911,65,0,4,266
912,69,0,4,298
913,67,0,4,304
914,66,0,4,295
915,66,0,4,263
916,67,1,4,255
917,67,1,4,263
918,66,1,4,339
919,66,1,4,339
920,66,1,4,288
921,67,1,4,254
922,65,1,4,335
923,67,1,4,330
924,70,0,4,317
925,72,0,4,326
926,73,0,4,309
927,72,0,4,307
928,71,1,4,323
929,71,1,4,269
930,74,1,4,305
931,71,1,4,271
932,78,0,4,300
933,76,0,4,314
934,75,0,4,308
935,77,1,4,325
936,79,1,4,277
937,78,1,4,341
938,76,1,4,275
939,78,1,4,250
940,76,1,4,278
941,79,1,4,343
942,80,0,4,264
943,83,1,4,256
944,83,1,4,0
945,89,0,4,0
946,2,0,5,381
947,2,1,5,350
948,2,1,5,364
949,2,1,5,369
950,0,1,5,375
951,6,0,5,362
952,8,0,5,364
953,6,0,5,382
954,6,1,5,360
955,6,1,5,372
956,9,1,5,368
957,9,1,5,371
958,9,1,5,377
959,5,1,5,360
960,14,0,5,354
961,14,0,5,365
962,13,0,5,383
963,11,0,5,371
964,10,0,5,363
965,11,0,5,350
966,12,0,5,349
967,10,0,5,378
968,11,0,5,350
969,13,0,5,383
970,10,0,5,371
971,10,0,5,356
972,10,0,5,358
973,11,0,5,379
974,14,0,5,367
975,11,0,5,372
976,10,0,5,345
977,10,0,5,354
978,14,0,5,357
979,12,0,5,373
980,10,0,5,370
981,10,0,5,374
982,10,0,5,363
983,10,0,5,380
984,13,0,5,348
985,11,0,5,352
986,14,1,5,347
987,11,1,5,377
988,10,1,5,353
989,12,1,5,380
990,12,1,5,351
991,11,1,5,359
992,11,1,5,346
993,14,1,5,382
994,11,1,5,365
995,15,0,5,359
996,19,0,5,369
997,15,0,5,379
998,17,0,5,371
999,18,0,5,364
1000,17,0,5,359
1001,15,1,5,347
1002,18,1,5,370
1003,19,1,5,383
1004,17,1,5,369
1005,15,1,5,353
1006,16,1,5,357
1007,18,1,5,355
1008,17,1,5,351
1009,24,0,5,361
1010,23,0,5,357
1011,24,0,5,354
1012,22,1,5,353
1013,21,1,5,355
1014,22,1,5,369
1015,22,1,5,378
1016,28,0,5,348
1017,25,0,5,361
1018,26,0,5,346
1019,27,0,5,380
1020,27,1,5,377
1021,26,1,5,374
1022,27,1,5,360
1023,34,0,5,352
1024,33,0,5,359
1025,33,0,5,373
1026,30,1,5,368
1027,33,1,5,354
1028,34,1,5,374
1029,34,1,5,349
1030,38,0,5,376
1031,36,0,5,352
1032,35,0,5,382
1033,38,0,5,345
1034,36,0,5,351
1035,35,1,5,376
1036,35,1,5,376
1037,36,1,5,376
1038,39,1,5,372
1039,39,1,5,347
1040,35,1,5,367
1041,36,1,5,345
1042,42,0,5,373
1043,42,0,5,370
1044,44,0,5,361
1045,41,0,5,356
1046,42,0,5,352
1047,42,0,5,377
1048,40,1,5,383
1049,44,1,5,381
1050,44,1,5,347
1051,40,1,5,375
1052,44,1,5,350
1053,44,1,5,356
1054,43,1,5,362
1055,40,1,5,365
1056,48,0,5,348
1057,45,0,5,368
1058,49,0,5,352
1059,48,0,5,361
1060,48,0,5,368
1061,48,0,5,347
1062,48,0,5,367
1063,46,0,5,370
1064,48,0,5,358
1065,48,0,5,367
1066,49,0,5,372
1067,48,0,5,371
1068,49,0,5,361
1069,48,0,5,362
1070,47,0,5,377
1071,48,0,5,360
1072,45,0,5,366
1073,46,0,5,364
1074,49,0,5,367
1075,47,0,5,382
1076,46,0,5,357
1077,48,0,5,355
1078,47,0,5,375
1079,48,0,5,358
1080,49,1,5,353
1081,45,1,5,356
1082,48,1,5,351
1083,45,1,5,349
1084,45,1,5,346
1085,49,1,5,357
1086,49,1,5,381
1087,46,1,5,350
1088,47,1,5,345
1089,49,1,5,379
1090,48,1,5,368
1091,51,0,5,380
1092,54,0,5,375
1093,50,0,5,375
1094,51,0,5,374
1095,52,0,5,374
1096,53,0,5,360
1097,52,0,5,380
1098,52,0,5,378
1099,54,0,5,366
1100,53,0,5,348
1101,53,0,5,358
1102,52,0,5,365
1103,50,1,5,365
1104,50,1,5,372
1105,51,1,5,355
1106,52,1,5,358
1107,51,1,5,353
1108,50,1,5,378
1109,52,1,5,349
1110,59,0,5,366
1111,58,0,5,369
1112,58,0,5,381
1113,55,0,5,373
1114,57,0,5,351
1115,56,1,5,355
1116,57,1,5,379
1117,57,1,5,376
1118,58,1,5,381
1119,55,1,5,363
1120,58,1,5,363
1121,61,0,5,366
1122,61,0,5,379
1123,62,0,5,354
1124,60,0,5,366
1125,60,1,5,359
1126,63,1,5,346
1127,60,1,5,346
1128,69,0,5,348
1129,66,1,5,362
1130,67,1,5,345
1131,72,0,5,370
1132,74,0,5,373
1133,72,0,5,349
1134,74,1,5,378
1135,70,1,5,364
1136,77,0,5,363
1137,78,1,5,356
1138,84,0,5,382
1139,82,1,5,383
1140,88,0,5,362
1141,4,0,6,391
1142,0,1,6,388
1143,1,1,6,392
1144,6,0,6,384
1145,6,0,6,393
1146,5,1,6,393
1147,14,0,6,389
1148,14,0,6,387
1149,11,0,6,390
1150,11,0,6,390
1151,12,0,6,387
1152,14,0,6,384
1153,11,1,6,389
1154,14,1,6,391
1155,12,1,6,385
1156,12,1,6,385
1157,15,0,6,393
1158,18,0,6,385
1159,17,0,6,384
1160,18,1,6,387
1161,18,1,6,385
1162,20,0,6,391
1163,23,1,6,387
1164,23,1,6,390
1165,25,0,6,393
1166,29,1,6,389
1167,34,0,6,388
1168,34,0,6,386
1169,30,1,6,388
1170,38,0,6,388
1171,39,0,6,384
1172,38,1,6,387
1173,39,1,6,389
1174,40,0,6,384
1175,42,0,6,391
1176,41,0,6,388
1177,42,0,6,386
1178,41,1,6,384
1179,44,1,6,386
1180,48,0,6,385
1181,46,0,6,391
1182,49,0,6,393
1183,45,0,6,389
1184,48,1,6,388
1185,49,1,6,392
1186,50,0,6,390
1187,52,1,6,391
1188,52,1,6,386
1189,55,0,6,392
1190,59,0,6,386
1191,59,1,6,385
1192,55,1,6,392
1193,64,0,6,392
1194,64,1,6,386
1195,65,0,6,387
1196,68,1,6,392
1197,71,0,6,389
1198,71,1,6,393
1199,75,0,6,390
1200,75,1,6,390
1201,80,0,6,0
1202,84,1,6,0
1203,86,0,6,0
1204,2,1,7,395
1205,5,0,7,394
1206,9,1,7,395
1207,11,0,7,394
1208,12,1,7,395
1209,15,0,7,394
1210,16,1,7,396
1211,22,0,7,396
1212,20,1,7,396
1213,29,0,7,396
1214,26,1,7,396
1215,31,0,7,395
1216,31,1,7,396
1217,36,0,7,394
1218,38,1,7,396
1219,40,0,7,395
1220,41,1,7,396
1221,47,0,7,395
1222,47,1,7,396
1223,53,0,7,395
1224,50,1,7,394
1225,58,0,7,395
1226,56,1,7,395
1227,64,0,7,396
1228,63,1,7,396
1229,69,0,7,395
1230,70,1,7,396
1231,76,1,7,395
