# ID,Age,Gender,HHtype,HH_ID
164,24,1,2,147
165,24,1,2,210
166,20,1,2,200
167,20,1,2,166
168,23,1,2,171
169,22,1,2,156
170,28,0,2,239
171,28,0,2,140
172,27,1,2,214
173,27,1,2,130
174,25,1,2,127
175,28,1,2,240
176,27,1,2,194
177,30,0,2,225
178,34,0,2,140
179,30,0,2,156
180,30,0,2,141
181,32,0,2,153
182,31,0,2,233
183,33,0,2,178
184,30,0,2,204
185,31,0,2,221
186,32,0,2,135
187,34,0,2,215
188,33,0,2,138
189,30,1,2,187
190,34,1,2,219
191,33,1,2,157
192,30,1,2,151
193,33,1,2,211
194,32,1,2,158
195,31,1,2,213
196,33,1,2,131
197,30,1,2,155
198,30,1,2,143
199,34,1,2,137
200,33,1,2,177
201,34,1,2,227
202,32,1,2,164
203,33,1,2,130
204,33,1,2,197
205,35,1,2,124
206,35,1,2,204
207,39,1,2,224
208,36,1,2,212
209,38,1,2,222
210,37,1,2,236
211,38,1,2,192
212,36,1,2,146
213,35,1,2,138
214,37,1,2,170
215,35,1,2,126
216,35,1,2,190
217,41,0,2,178
218,40,0,2,184
219,43,0,2,201
220,44,0,2,177
221,43,0,2,210
222,42,0,2,171
223,40,0,2,228
224,44,0,2,137
225,44,0,2,146
226,42,1,2,196
227,41,1,2,175
228,44,1,2,211
229,40,1,2,149
230,41,1,2,183
231,40,1,2,195
232,41,1,2,238
233,41,1,2,202
234,42,1,2,187
235,41,1,2,199
236,40,1,2,185
237,47,0,2,216
238,46,0,2,230
239,47,0,2,235
240,48,0,2,129
241,46,0,2,132
242,48,0,2,147
243,49,0,2,206
244,45,0,2,237
245,46,0,2,201
246,45,0,2,235
247,45,1,2,175
248,45,1,2,159
249,46,1,2,157
250,46,1,2,221
251,49,1,2,144
252,45,1,2,148
253,49,1,2,150
254,47,1,2,123
255,46,1,2,234
256,48,1,2,179
257,47,1,2,207
258,49,1,2,186
259,54,0,2,219
260,53,0,2,153
261,53,0,2,180
262,52,0,2,196
263,54,0,2,167
264,54,0,2,128
265,54,1,2,174
266,53,1,2,136
267,54,1,2,198
268,50,1,2,128
269,50,1,2,163
270,52,1,2,181
271,50,1,2,154
272,52,1,2,226
273,53,1,2,215
274,52,1,2,169
275,54,1,2,231
276,53,1,2,134
277,54,1,2,169
278,57,0,2,123
279,56,0,2,205
280,56,0,2,154
281,58,0,2,194
282,58,0,2,179
283,59,0,2,163
284,59,0,2,193
285,55,1,2,191
286,57,1,2,161
287,58,1,2,228
288,58,1,2,159
289,59,1,2,134
290,56,1,2,230
291,59,1,2,139
292,58,1,2,213
293,58,1,2,208
294,59,1,2,240
295,58,1,2,142
296,55,1,2,232
297,63,0,2,155
298,63,0,2,133
299,63,0,2,188
300,61,0,2,136
301,60,1,2,174
302,62,1,2,125
303,60,1,2,182
304,61,1,2,152
305,61,1,2,217
306,60,1,2,197
307,64,1,2,129
308,60,1,2,202
309,60,1,2,133
310,66,0,2,229
311,66,0,2,207
312,65,0,2,125
313,65,1,2,173
314,66,1,2,168
315,68,1,2,176
316,67,1,2,122
317,66,1,2,151
318,69,1,2,148
319,66,1,2,220
320,66,1,2,241
321,68,1,2,168
322,72,0,2,132
323,72,0,2,166
324,73,0,2,208
325,72,0,2,165
326,74,0,2,225
327,72,0,2,223
328,73,0,2,227
329,71,0,2,199
330,74,0,2,214
331,72,0,2,192
332,79,0,2,200
333,76,0,2,203
334,78,0,2,160
335,79,0,2,234
336,76,1,2,164
337,78,1,2,181
338,75,1,2,183
339,77,1,2,185
340,76,1,2,170
341,76,1,2,239
342,77,1,2,141
343,79,1,2,195
344,77,1,2,184
345,75,1,2,217
346,76,1,2,203
347,82,0,2,160
348,82,0,2,206
349,80,1,2,189
350,80,1,2,226
351,84,1,2,144
352,82,1,2,131
353,83,1,2,139
354,83,1,2,143
355,83,1,2,233
356,84,1,2,172
357,82,1,2,209
358,89,1,2,162
359,87,1,2,122
360,88,1,2,222
361,86,1,2,216
362,86,1,2,0
363,2,0,3,249
364,0,0,3,287
365,2,0,3,302
366,1,0,3,254
367,1,0,3,259
368,0,1,3,268
369,4,1,3,305
370,3,1,3,261
371,2,1,3,245
372,4,1,3,258
373,1,1,3,291
374,3,1,3,288
375,6,0,3,286
376,8,0,3,298
377,8,0,3,247
378,6,1,3,242
379,8,1,3,300
380,7,1,3,254
381,8,1,3,243
382,9,1,3,293
383,12,0,3,281
384,14,0,3,283
385,14,0,3,255
386,14,0,3,274
387,13,0,3,265
388,11,1,3,297
389,12,1,3,295
390,11,1,3,256
391,13,1,3,244
392,13,1,3,277
393,10,1,3,273
394,13,1,3,279
395,15,0,3,288
396,18,0,3,251
397,16,1,3,262
398,19,1,3,307
399,18,1,3,253
400,21,0,3,295
401,21,0,3,248
402,20,0,3,293
403,20,0,3,262
404,20,1,3,274
405,22,1,3,276
406,26,0,3,275
407,28,0,3,251
408,29,0,3,293
409,29,1,3,284
410,29,1,3,257
411,25,1,3,276
412,34,0,3,301
413,30,0,3,285
414,31,0,3,248
415,30,0,3,284
416,30,0,3,296
417,32,0,3,306
418,30,0,3,309
419,32,1,3,272
420,34,1,3,243
421,34,1,3,263
422,34,1,3,242
423,32,1,3,290
424,34,1,3,248
425,38,0,3,267
426,37,0,3,271
427,39,0,3,265
428,38,0,3,304
429,36,0,3,292
430,38,0,3,252
431,39,0,3,245
432,38,0,3,246
433,35,0,3,252
434,37,1,3,259
435,35,1,3,282
436,38,1,3,285
437,42,0,3,294
438,43,0,3,266
439,41,0,3,307
440,40,0,3,288
441,44,0,3,286
442,43,0,3,290
443,42,1,3,253
444,41,1,3,309
445,41,1,3,282
446,43,1,3,297
447,43,1,3,254
448,44,1,3,292
449,40,1,3,264
450,43,1,3,255
451,40,1,3,294
452,47,0,3,279
453,45,0,3,264
454,47,0,3,303
455,46,0,3,308
456,48,0,3,304
457,45,1,3,284
458,48,1,3,279
459,49,1,3,303
460,47,1,3,250
461,49,1,3,267
462,47,1,3,257
463,47,1,3,262
464,47,1,3,287
465,53,0,3,301
466,54,0,3,302
467,51,0,3,278
468,51,0,3,258
469,52,0,3,247
470,54,1,3,266
471,52,1,3,307
472,50,1,3,263
473,53,1,3,277
474,50,1,3,267
475,50,1,3,299
476,50,1,3,300
477,51,1,3,271
478,52,1,3,304
479,54,1,3,247
480,51,1,3,261
481,50,1,3,300
482,56,0,3,257
483,56,0,3,273
484,57,0,3,260
485,59,0,3,299
486,59,0,3,256
487,55,0,3,270
488,58,0,3,246
489,55,0,3,280
490,57,0,3,285
491,58,1,3,261
492,59,1,3,308
493,57,1,3,290
494,61,0,3,277
495,63,0,3,272
496,62,0,3,245
497,60,0,3,268
498,61,0,3,260
499,61,0,3,287
500,62,0,3,299
501,63,1,3,249
502,63,1,3,256
503,63,1,3,264
504,61,1,3,250
505,60,1,3,260
506,61,1,3,283
507,69,0,3,271
508,65,0,3,280
509,68,0,3,275
510,65,0,3,275
511,69,0,3,255
512,65,0,3,246
513,68,0,3,289
514,65,0,3,296
515,68,0,3,252
516,65,0,3,298
517,68,0,3,269
518,69,1,3,305
519,68,1,3,244
520,67,1,3,306
521,65,1,3,244
522,69,1,3,294
523,72,0,3,269
524,70,0,3,286
525,71,0,3,270
526,72,0,3,291
527,74,0,3,309
528,71,0,3,295
529,72,0,3,302
530,71,0,3,266
531,73,1,3,258
532,71,1,3,289
533,74,1,3,301
534,74,1,3,303
535,71,1,3,283
536,70,1,3,269
537,70,1,3,291
538,73,1,3,308
539,78,0,3,289
540,78,0,3,280
541,78,0,3,276
542,75,0,3,281
543,79,0,3,243
544,77,0,3,278
545,79,1,3,265
546,75,1,3,296
547,75,1,3,268
548,79,1,3,282
549,78,1,3,251
550,78,1,3,298
551,77,1,3,263
552,78,1,3,242
553,76,1,3,249
554,76,1,3,270
555,75,1,3,253
556,84,0,3,274
557,83,0,3,250
558,81,0,3,306
559,84,0,3,292
560,82,0,3,272
561,81,1,3,278
562,81,1,3,259
563,81,1,3,281
564,85,0,3,273
565,89,0,3,297
566,88,0,3,305
567,2,0,4,337
568,0,0,4,319
569,2,0,4,318
570,4,0,4,323
571,3,0,4,345
572,3,0,4,311
573,1,0,4,317
574,4,1,4,312
575,1,1,4,342
576,8,0,4,330
577,8,0,4,347
578,9,1,4,334
579,10,0,4,319
580,10,0,4,320
581,12,0,4,321
582,12,0,4,311
583,10,0,4,335
584,14,0,4,325
585,13,0,4,345
586,14,0,4,338
587,11,1,4,328
588,11,1,4,327
589,14,1,4,327
590,13,1,4,343
591,11,1,4,344
592,18,0,4,335
593,18,0,4,321
594,17,0,4,347
595,19,0,4,339
596,16,1,4,310
597,17,1,4,318
598,15,1,4,325
599,24,0,4,338
600,20,0,4,314
601,20,0,4,342
602,22,1,4,346
603,22,1,4,340
604,21,1,4,332
605,21,1,4,334
606,22,1,4,311
607,26,0,4,324
608,26,0,4,336
609,25,0,4,317
610,26,0,4,326
611,27,1,4,333
612,27,1,4,344
613,27,1,4,346
614,32,0,4,341
615,32,0,4,344
616,31,0,4,337
617,31,1,4,328
618,31,1,4,332
619,33,1,4,347
620,33,1,4,312
621,35,0,4,346
622,39,0,4,334
623,39,0,4,310
624,38,0,4,328
625,38,0,4,326
626,38,1,4,339
627,38,1,4,318
628,36,1,4,333
629,36,1,4,322
630,37,1,4,322
631,41,0,4,324
632,41,0,4,313
633,44,0,4,312
634,41,1,4,329
635,42,1,4,323
636,42,1,4,332
637,41,1,4,319
638,42,1,4,331
639,40,1,4,341
640,47,0,4,320
641,47,0,4,333
642,46,1,4,341
643,48,1,4,314
644,48,1,4,338
645,49,1,4,331
646,46,1,4,345
647,53,0,4,340
648,51,0,4,347
649,51,0,4,343
650,54,0,4,334
651,52,1,4,329
652,54,1,4,325
653,53,1,4,332
654,52,1,4,346
655,57,0,4,339
656,57,0,4,342
657,57,0,4,328
658,57,0,4,325
659,57,0,4,330
660,59,1,4,323
661,58,1,4,340
662,56,1,4,326
663,55,1,4,317
664,56,1,4,344
665,57,1,4,327
666,60,0,4,335
667,61,0,4,324
668,63,0,4,316
669,64,0,4,331
670,60,0,4,333
671,63,0,4,330
672,61,0,4,345
673,60,0,4,310
674,62,0,4,336
675,64,1,4,315
676,64,1,4,322
677,60,1,4,315
678,61,1,4,310
679,61,1,4,341
680,60,1,4,335
681,66,0,4,342
682,67,1,4,316
683,72,0,4,329
684,73,0,4,319
685,71,0,4,320
686,71,0,4,336
687,74,1,4,340
688,70,1,4,339
689,74,1,4,326
690,74,1,4,329
691,73,1,4,314
692,75,0,4,316
693,76,0,4,311
694,77,0,4,312
695,76,0,4,323
696,78,0,4,313
697,75,0,4,318
698,79,0,4,315
699,75,1,4,313
700,75,1,4,320
701,77,1,4,343
702,76,1,4,322
703,80,0,4,337
704,83,0,4,337
705,82,0,4,343
706,81,0,4,331
707,84,0,4,316
708,83,1,4,338
709,84,1,4,321
710,81,1,4,315
711,82,1,4,327
712,83,1,4,336
713,84,1,4,317
714,82,1,4,313
715,81,1,4,324
716,85,0,4,321
717,88,1,4,314
718,86,1,4,330
719,89,1,4,0
720,88,1,4,0
721,0,0,5,353
722,0,0,5,364
723,2,1,5,361
724,1,1,5,363
725,0,1,5,354
726,8,0,5,361
727,9,0,5,363
728,8,1,5,365
729,7,1,5,362
730,6,1,5,366
731,10,0,5,366
732,13,1,5,352
733,14,1,5,359
734,18,0,5,360
735,17,0,5,358
736,17,1,5,364
737,16,1,5,365
738,24,0,5,354
739,23,1,5,353
740,24,1,5,355
741,20,1,5,355
742,22,1,5,353
743,29,0,5,352
744,27,0,5,363
745,25,1,5,356
746,30,0,5,364
747,34,1,5,364
748,33,1,5,354
749,35,0,5,354
750,39,0,5,348
751,37,0,5,348
752,37,0,5,353
753,37,0,5,357
754,37,0,5,360
755,36,0,5,351
756,36,0,5,348
757,37,1,5,356
758,37,1,5,363
759,35,1,5,351
760,36,1,5,352
761,44,0,5,358
762,43,0,5,360
763,43,0,5,360
764,43,1,5,357
765,40,1,5,354
766,48,0,5,357
767,47,0,5,353
768,47,0,5,365
769,49,1,5,357
770,45,1,5,351
771,53,0,5,355
772,54,0,5,366
773,52,0,5,356
774,52,0,5,348
775,52,0,5,359
776,54,0,5,363
777,53,0,5,360
778,55,0,5,361
779,57,0,5,352
780,57,1,5,365
781,57,1,5,364
782,58,1,5,349
783,64,0,5,366
784,62,0,5,350
785,60,0,5,350
786,61,0,5,356
787,63,0,5,349
788,60,0,5,359
789,63,1,5,361
790,64,1,5,357
791,69,0,5,362
792,69,1,5,361
793,72,0,5,356
794,70,0,5,358
795,73,1,5,348
796,71,1,5,351
797,71,1,5,349
798,72,1,5,362
799,72,1,5,355
800,70,1,5,359
801,71,1,5,349
802,74,1,5,358
803,79,0,5,350
804,77,0,5,350
805,76,0,5,352
806,75,0,5,362
807,77,0,5,358
808,78,1,5,351
809,78,1,5,350
810,80,0,5,362
811,84,0,5,349
812,80,1,5,355
813,86,0,5,365
814,87,0,5,366
815,87,1,5,359
816,89,1,5,0
817,2,0,7,370
818,0,1,7,370
819,5,1,7,368
820,13,0,7,369
821,14,1,7,370
822,19,0,7,368
823,17,1,7,369
824,20,0,7,369
825,21,1,7,369
826,26,0,7,367
827,31,0,7,367
828,33,1,7,368
829,30,1,7,370
830,38,0,7,367
831,37,1,7,370
832,40,0,7,367
833,44,1,7,369
834,46,0,7,368
835,45,1,7,370
836,54,0,7,367
837,52,1,7,367
838,58,0,7,369
839,55,1,7,367
840,63,0,7,368
841,63,1,7,367
842,66,0,7,369
843,65,1,7,368
844,72,0,7,368
845,73,1,7,370
846,71,1,7,370
847,76,0,7,370
848,77,1,7,370
849,81,0,7,367
850,81,1,7,369
851,81,1,7,368
852,89,1,7,367
