# ID,Age,Gender,HHtype,HH_ID
280,28,1,3,199
281,32,0,3,212
282,32,0,3,204
283,30,0,3,191
284,33,0,3,195
285,30,1,3,179
286,32,1,3,189
287,34,1,3,210
288,34,1,3,199
289,33,1,3,202
290,31,1,3,197
291,33,1,3,203
292,34,1,3,185
293,31,1,3,187
294,39,0,3,194
295,39,0,3,195
296,36,0,3,212
297,36,1,3,196
298,37,1,3,198
299,44,0,3,213
300,44,0,3,197
301,41,1,3,201
302,44,1,3,202
303,43,1,3,210
304,44,1,3,194
305,48,0,3,208
306,46,0,3,176
307,47,0,3,186
308,49,0,3,191
309,45,0,3,190
310,48,1,3,189
311,47,1,3,205
312,47,1,3,184
313,46,1,3,200
314,52,0,3,202
315,54,0,3,177
316,54,0,3,195
317,50,0,3,201
318,52,0,3,174
319,53,0,3,174
320,50,0,3,201
321,54,1,3,183
322,52,1,3,210
323,54,1,3,192
324,56,0,3,181
325,59,0,3,178
326,57,0,3,184
327,56,1,3,191
328,58,1,3,190
329,56,1,3,203
330,62,0,3,181
331,61,0,3,211
332,63,0,3,187
333,63,1,3,176
334,61,1,3,207
335,61,1,3,179
336,61,1,3,186
337,63,1,3,175
338,61,1,3,193
339,65,0,3,213
340,68,0,3,196
341,69,0,3,212
342,66,1,3,189
343,69,1,3,182
344,67,1,3,188
345,68,1,3,177
346,65,1,3,196
347,69,1,3,193
348,74,0,3,193
349,70,0,3,206
350,71,0,3,190
351,70,0,3,180
352,77,0,3,174
353,76,1,3,175
354,77,1,3,180
355,82,0,3,192
356,80,1,3,207
357,80,1,3,208
358,80,1,3,204
359,83,1,3,197
360,82,1,3,208
361,86,0,3,204
362,86,1,3,182
363,87,1,3,0
364,1,0,4,235
365,1,0,4,226
366,0,0,4,224
367,8,0,4,225
368,5,0,4,222
369,9,0,4,229
370,5,0,4,227
371,7,0,4,234
372,6,0,4,232
373,9,0,4,214
374,7,0,4,242
375,6,1,4,233
376,6,1,4,228
377,7,1,4,238
378,6,1,4,244
379,7,1,4,224
380,5,1,4,224
381,5,1,4,234
382,9,1,4,230
383,11,0,4,215
384,14,0,4,217
385,14,0,4,218
386,12,0,4,220
387,11,0,4,247
388,11,0,4,235
389,18,0,4,241
390,15,0,4,245
391,18,1,4,232
392,17,1,4,217
393,17,1,4,232
394,17,1,4,217
395,23,0,4,215
396,20,1,4,220
397,20,1,4,230
398,26,1,4,230
399,32,0,4,218
400,33,0,4,243
401,33,0,4,219
402,30,0,4,227
403,33,0,4,248
404,31,0,4,233
405,31,0,4,221
406,31,1,4,243
407,33,1,4,236
408,31,1,4,234
409,33,1,4,231
410,33,1,4,227
411,35,0,4,244
412,35,0,4,231
413,38,0,4,245
414,36,0,4,225
415,36,0,4,219
416,35,0,4,214
417,35,0,4,231
418,39,0,4,237
419,35,0,4,246
420,39,0,4,239
421,36,0,4,241
422,37,0,4,219
423,39,0,4,241
424,42,0,4,236
425,40,0,4,223
426,42,0,4,242
427,43,1,4,243
428,41,1,4,246
429,44,1,4,242
430,42,1,4,229
431,40,1,4,216
432,43,1,4,239
433,46,0,4,248
434,49,0,4,223
435,46,1,4,231
436,49,1,4,240
437,48,1,4,236
438,52,0,4,247
439,53,0,4,241
440,52,0,4,238
441,51,0,4,218
442,50,0,4,242
443,53,0,4,240
444,52,1,4,240
445,51,1,4,226
446,54,1,4,222
447,51,1,4,228
448,55,0,4,226
449,56,0,4,248
450,58,0,4,216
451,58,1,4,247
452,55,1,4,239
453,59,1,4,225
454,58,1,4,248
455,59,1,4,229
456,59,1,4,222
457,62,0,4,235
458,64,0,4,225
459,65,0,4,220
460,69,0,4,226
461,66,0,4,216
462,68,0,4,215
463,67,0,4,214
464,69,0,4,246
465,67,0,4,214
466,68,0,4,247
467,67,0,4,227
468,65,1,4,246
469,67,1,4,222
470,67,1,4,236
471,68,1,4,229
472,68,1,4,228
473,65,1,4,238
474,65,1,4,239
475,74,0,4,221
476,71,0,4,216
477,70,0,4,223
478,73,1,4,221
479,74,1,4,233
480,73,1,4,244
481,78,0,4,217
482,76,1,4,245
483,75,1,4,223
484,75,1,4,234
485,75,1,4,245
486,77,1,4,219
487,82,0,4,237
488,80,0,4,220
489,81,0,4,221
490,82,0,4,237
491,84,1,4,238
492,81,1,4,235
493,85,0,4,218
494,85,1,4,232
495,85,1,4,240
496,85,1,4,244
497,87,1,4,233
498,86,1,4,224
499,89,1,4,243
500,88,1,4,215
501,89,1,4,237
502,88,1,4,228
503,87,1,4,230
504,2,0,5,260
505,1,0,5,253
506,1,0,5,257
507,1,1,5,256
508,2,1,5,258
509,2,1,5,255
510,7,0,5,260
511,7,0,5,256
512,7,1,5,251
513,7,1,5,262
514,7,1,5,251
515,7,1,5,262
516,11,0,5,250
517,11,0,5,257
518,10,1,5,251
519,14,1,5,249
520,14,1,5,259
521,17,0,5,253
522,17,0,5,259
523,15,1,5,255
524,15,1,5,261
525,21,0,5,251
526,21,1,5,249
527,23,1,5,257
528,24,1,5,261
529,29,0,5,250
530,29,0,5,262
531,28,0,5,254
532,26,0,5,253
533,27,1,5,258
534,32,0,5,254
535,30,0,5,259
536,33,0,5,252
537,35,0,5,254
538,35,0,5,252
539,37,1,5,252
540,44,0,5,259
541,40,0,5,261
542,46,0,5,257
543,46,0,5,252
544,47,0,5,255
545,49,1,5,250
546,49,1,5,250
547,54,0,5,260
548,53,0,5,255
549,54,0,5,258
550,52,0,5,258
551,51,1,5,262
552,57,0,5,249
553,55,0,5,251
554,59,1,5,255
555,60,0,5,256
556,64,0,5,249
557,63,1,5,258
558,61,1,5,253
559,65,0,5,254
560,65,0,5,261
561,65,1,5,256
562,65,1,5,257
563,65,1,5,250
564,74,0,5,256
565,71,0,5,261
566,70,1,5,260
567,71,1,5,254
568,78,0,5,252
569,76,0,5,260
570,76,1,5,249
571,83,0,5,262
572,85,0,5,259
573,87,1,5,253
574,88,1,5,0
