# age,gender,hhType,hhId,Node
18,1,0,0,11
18,1,0,0,11
18,1,0,0,11
18,1,0,0,11
18,1,0,0,12
18,1,0,0,12
18,1,0,0,12
18,1,0,0,12
18,1,0,0,12
18,1,0,0,12
18,1,0,0,12
18,1,0,0,12
18,1,0,0,12
18,1,0,0,12
18,1,0,0,13
18,1,0,0,13
18,1,0,0,13
18,1,0,0,13
18,1,0,0,13
18,1,0,0,13
18,1,0,0,13
18,1,0,0,13
18,1,0,0,13
18,1,0,0,13
18,1,0,0,14
18,1,0,0,14
18,1,0,0,14
18,1,0,0,14
18,1,0,0,14
18,1,0,0,14
18,1,0,0,14
18,1,0,0,14
18,1,0,0,14
18,1,0,0,14
18,1,0,0,15
18,1,0,0,15
18,1,0,0,15
18,1,0,0,15
18,1,0,0,15
18,1,0,0,15
18,1,0,0,15
18,1,0,0,15
18,1,0,0,15
18,1,0,0,15
18,1,0,0,16
18,1,0,0,16
18,1,0,0,16
18,1,0,0,16
18,1,0,0,16
18,1,0,0,16
18,1,0,0,16
18,1,0,0,16
18,1,0,0,16
18,1,0,0,16
18,1,0,0,17
18,1,0,0,17
18,1,0,0,17
18,1,0,0,17
18,1,0,0,17
18,1,0,0,17
18,1,0,0,17
18,1,0,0,17
18,1,0,0,17
18,1,0,0,17
18,1,0,0,18
18,1,0,0,18
18,1,0,0,18
18,1,0,0,18
18,1,0,0,18
18,1,0,0,18
18,1,0,0,18
18,1,0,0,18
18,1,0,0,18
18,1,0,0,18
18,1,0,0,19
18,1,0,0,19
18,1,0,0,19
18,1,0,0,19
18,1,0,0,19
18,1,0,0,19
18,1,0,0,19
18,1,0,0,19
18,1,0,0,19
18,1,0,0,19
18,1,0,0,20
18,1,0,0,20
18,1,0,0,20
18,1,0,0,20
18,1,0,0,20
18,1,0,0,20
18,1,0,0,20
18,1,0,0,20
18,1,0,0,20
18,1,0,0,20
18,1,0,0,21
18,1,0,0,21
18,1,0,0,21
18,1,0,0,21
18,1,0,0,21
18,1,0,0,21
18,1,0,0,21
18,1,0,0,21
18,1,0,0,21
18,1,0,0,21
18,1,0,0,22
18,1,0,0,22
18,1,0,0,22
18,1,0,0,22
18,1,0,0,22
18,1,0,0,22
18,1,0,0,22
18,1,0,0,22
18,1,0,0,22
18,1,0,0,22
18,1,0,0,23
18,1,0,0,23
18,1,0,0,23
18,1,0,0,23
18,1,0,0,23
18,1,0,0,23
18,1,0,0,23
18,1,0,0,23
18,1,0,0,23
18,1,0,0,23
18,1,0,0,24
18,1,0,0,24
18,1,0,0,24
18,1,0,0,24
18,1,0,0,24
18,1,0,0,24
18,1,0,0,24
18,1,0,0,24
18,1,0,0,24
18,1,0,0,24
18,1,0,0,25
18,1,0,0,25
18,1,0,0,25
18,1,0,0,25
18,1,0,0,25
18,1,0,0,25
18,1,0,0,25
18,1,0,0,25
18,1,0,0,25
18,1,0,0,25
18,1,0,0,26
18,1,0,0,26
18,1,0,0,26
18,1,0,0,26
18,1,0,0,26
18,1,0,0,26
18,1,0,0,26
18,1,0,0,26
18,1,0,0,26
18,1,0,0,26
18,1,0,0,27
18,1,0,0,27
18,1,0,0,27
18,1,0,0,27
18,1,0,0,27
18,1,0,0,27
18,1,0,0,27
18,1,0,0,27
18,1,0,0,27
18,1,0,0,27
18,1,0,0,28
18,1,0,0,28
18,1,0,0,28
18,1,0,0,28
18,1,0,0,28
18,1,0,0,28
18,1,0,0,28
18,1,0,0,28
18,1,0,0,28
18,1,0,0,28
18,1,0,0,29
18,1,0,0,29
18,1,0,0,29
18,1,0,0,29
18,1,0,0,29
18,1,0,0,29
18,1,0,0,29
18,1,0,0,29
18,1,0,0,29
18,1,0,0,29
18,1,0,0,30
18,1,0,0,30
18,1,0,0,30
18,1,0,0,30
18,1,0,0,30
18,1,0,0,30
18,1,0,0,30
18,1,0,0,30
18,1,0,0,30
18,1,0,0,30
18,1,0,0,31
18,1,0,0,31
18,1,0,0,31
18,1,0,0,31
18,1,0,0,31
18,1,0,0,31
18,1,0,0,31
18,1,0,0,31
18,1,0,0,31
18,1,0,0,31
18,1,0,0,32
18,1,0,0,32
18,1,0,0,32
18,1,0,0,32
18,1,0,0,32
18,1,0,0,32
18,1,0,0,32
18,1,0,0,32
18,1,0,0,32
18,1,0,0,32
18,1,0,0,33
18,1,0,0,33
18,1,0,0,33
18,1,0,0,33
18,1,0,0,33
18,1,0,0,33
18,1,0,0,33
18,1,0,0,33
18,1,0,0,33
18,1,0,0,33
18,1,0,0,34
18,1,0,0,34
18,1,0,0,34
18,1,0,0,34
18,1,0,0,34
18,1,0,0,34
18,1,0,0,34
18,1,0,0,34
18,1,0,0,34
18,1,0,0,34
18,1,0,0,35
18,1,0,0,35
18,1,0,0,35
18,1,0,0,35
18,1,0,0,35
18,1,0,0,35
18,1,0,0,35
18,1,0,0,35
18,1,0,0,35
18,1,0,0,35
18,1,0,0,36
18,1,0,0,36
18,1,0,0,36
18,1,0,0,36
18,1,0,0,36
18,1,0,0,36
18,1,0,0,36
18,1,0,0,36
18,1,0,0,36
18,1,0,0,36
18,1,0,0,37
18,1,0,0,37
18,1,0,0,37
18,1,0,0,37
18,1,0,0,37
18,1,0,0,37
18,1,0,0,37
18,1,0,0,37
18,1,0,0,37
18,1,0,0,37
18,1,0,0,38
18,1,0,0,38
18,1,0,0,38
18,1,0,0,38
18,1,0,0,38
18,1,0,0,38
18,1,0,0,38
18,1,0,0,38
18,1,0,0,38
18,1,0,0,38
18,1,0,0,39
18,1,0,0,39
18,1,0,0,39
18,1,0,0,39
18,1,0,0,39
18,1,0,0,39
18,1,0,0,39
18,1,0,0,39
18,1,0,0,39
18,1,0,0,39
18,1,0,0,40
18,1,0,0,40
18,1,0,0,40
18,1,0,0,40
18,1,0,0,40
18,1,0,0,40
18,1,0,0,40
18,1,0,0,40
18,1,0,0,40
18,1,0,0,40
18,1,0,0,41
18,1,0,0,41
18,1,0,0,41
18,1,0,0,41
18,1,0,0,41
18,1,0,0,41
18,1,0,0,41
18,1,0,0,41
18,1,0,0,41
18,1,0,0,41
18,1,0,0,42
18,1,0,0,42
18,1,0,0,42
18,1,0,0,42
18,1,0,0,42
18,1,0,0,42
18,1,0,0,42
18,1,0,0,42
18,1,0,0,42
18,1,0,0,42
18,1,0,0,43
18,1,0,0,43
18,1,0,0,43
18,1,0,0,43
18,1,0,0,43
18,1,0,0,43
18,1,0,0,43
18,1,0,0,43
18,1,0,0,43
18,1,0,0,43
18,1,0,0,44
18,1,0,0,44
18,1,0,0,44
18,1,0,0,44
18,1,0,0,44
18,1,0,0,44
18,1,0,0,44
18,1,0,0,44
18,1,0,0,44
18,1,0,0,44
18,1,0,0,45
18,1,0,0,45
18,1,0,0,45
18,1,0,0,45
18,1,0,0,45
18,1,0,0,45
18,1,0,0,45
18,1,0,0,45
18,1,0,0,45
18,1,0,0,45
18,1,0,0,46
18,1,0,0,46
18,1,0,0,46
18,1,0,0,46
18,1,0,0,46
18,1,0,0,46
18,1,0,0,46
18,1,0,0,46
18,1,0,0,46
18,1,0,0,46
18,1,0,0,47
18,1,0,0,47
18,1,0,0,47
18,1,0,0,47
18,1,0,0,47
18,1,0,0,47
18,1,0,0,47
18,1,0,0,47
18,1,0,0,47
18,1,0,0,47
18,1,0,0,48
18,1,0,0,48
18,1,0,0,48
18,1,0,0,48
18,1,0,0,48
18,1,0,0,48
18,1,0,0,48
18,1,0,0,48
18,1,0,0,48
18,1,0,0,48
18,1,0,0,49
18,1,0,0,49
18,1,0,0,49
18,1,0,0,49
18,1,0,0,49
18,1,0,0,49
18,1,0,0,49
18,1,0,0,49
18,1,0,0,49
18,1,0,0,49
18,1,0,0,50
18,1,0,0,50
18,1,0,0,50
18,1,0,0,50
18,1,0,0,50
18,1,0,0,50
18,1,0,0,50
18,1,0,0,50
18,1,0,0,50
18,1,0,0,50
18,1,0,0,51
18,1,0,0,51
18,1,0,0,51
18,1,0,0,51
18,1,0,0,51
18,1,0,0,51
18,1,0,0,51
18,1,0,0,51
18,1,0,0,51
18,1,0,0,51
18,1,0,0,52
18,1,0,0,52
18,1,0,0,52
18,1,0,0,52
18,1,0,0,52
18,1,0,0,52
18,1,0,0,52
18,1,0,0,52
18,1,0,0,52
18,1,0,0,52
18,1,0,0,53
18,1,0,0,53
18,1,0,0,53
18,1,0,0,53
18,1,0,0,53
18,1,0,0,53
18,1,0,0,53
18,1,0,0,53
18,1,0,0,53
18,1,0,0,53
18,1,0,0,54
18,1,0,0,54
18,1,0,0,54
18,1,0,0,54
18,1,0,0,54
18,1,0,0,54
18,1,0,0,54
18,1,0,0,54
18,1,0,0,54
18,1,0,0,54
18,1,0,0,55
18,1,0,0,55
18,1,0,0,55
18,1,0,0,55
18,1,0,0,55
18,1,0,0,55
18,1,0,0,55
18,1,0,0,55
18,1,0,0,55
18,1,0,0,55
18,1,0,0,56
18,1,0,0,56
18,1,0,0,56
18,1,0,0,56
18,1,0,0,56
18,1,0,0,56
18,1,0,0,56
18,1,0,0,56
18,1,0,0,56
18,1,0,0,56
18,1,0,0,57
18,1,0,0,57
18,1,0,0,57
18,1,0,0,57
18,1,0,0,57
18,1,0,0,57
18,1,0,0,57
18,1,0,0,57
18,1,0,0,57
18,1,0,0,57
18,1,0,0,58
18,1,0,0,58
18,1,0,0,58
18,1,0,0,58
18,1,0,0,58
18,1,0,0,58
18,1,0,0,58
18,1,0,0,58
18,1,0,0,58
18,1,0,0,58
18,1,0,0,59
18,1,0,0,59
18,1,0,0,59
18,1,0,0,59
18,1,0,0,59
18,1,0,0,59
18,1,0,0,59
18,1,0,0,59
18,1,0,0,59
18,1,0,0,59
18,1,0,0,60
18,1,0,0,60
18,1,0,0,60
18,1,0,0,60
18,1,0,0,60
18,1,0,0,60
18,1,0,0,60
18,1,0,0,60
18,1,0,0,60
18,1,0,0,60
18,1,0,0,61
18,1,0,0,61
18,1,0,0,61
18,1,0,0,61
18,1,0,0,61
18,1,0,0,61
18,1,0,0,61
18,1,0,0,61
18,1,0,0,61
18,1,0,0,61
18,1,0,0,62
18,1,0,0,62
18,1,0,0,62
18,1,0,0,62
18,1,0,0,62
18,1,0,0,62
18,1,0,0,62
18,1,0,0,62
18,1,0,0,62
18,1,0,0,62
18,1,0,0,63
18,1,0,0,63
18,1,0,0,63
18,1,0,0,63
18,1,0,0,63
18,1,0,0,63
18,1,0,0,63
18,1,0,0,63
18,1,0,0,63
18,1,0,0,63
18,1,0,0,64
18,1,0,0,64
18,1,0,0,64
18,1,0,0,64
18,1,0,0,64
18,1,0,0,64
18,1,0,0,64
18,1,0,0,64
18,1,0,0,64
18,1,0,0,64
18,1,0,0,65
18,1,0,0,65
18,1,0,0,65
18,1,0,0,65
18,1,0,0,65
18,1,0,0,65
18,1,0,0,65
18,1,0,0,65
18,1,0,0,65
18,1,0,0,65
18,1,0,0,66
18,1,0,0,66
18,1,0,0,66
18,1,0,0,66
18,1,0,0,66
18,1,0,0,66
18,1,0,0,66
18,1,0,0,66
18,1,0,0,66
18,1,0,0,66
18,1,0,0,67
18,1,0,0,67
18,1,0,0,67
18,1,0,0,67
18,1,0,0,67
18,1,0,0,67
18,1,0,0,67
18,1,0,0,67
18,1,0,0,67
18,1,0,0,67
18,1,0,0,68
18,1,0,0,68
18,1,0,0,68
18,1,0,0,68
18,1,0,0,68
18,1,0,0,68
18,1,0,0,68
18,1,0,0,68
18,1,0,0,68
18,1,0,0,68
18,1,0,0,69
18,1,0,0,69
18,1,0,0,69
18,1,0,0,69
18,1,0,0,69
18,1,0,0,69
18,1,0,0,69
18,1,0,0,69
18,1,0,0,69
18,1,0,0,69
18,1,0,0,70
18,1,0,0,70
18,1,0,0,70
18,1,0,0,70
18,1,0,0,70
18,1,0,0,70
18,1,0,0,70
18,1,0,0,70
18,1,0,0,70
18,1,0,0,70
18,1,0,0,71
18,1,0,0,71
18,1,0,0,71
18,1,0,0,71
18,1,0,0,71
18,1,0,0,71
18,1,0,0,71
18,1,0,0,71
18,1,0,0,71
18,1,0,0,71
18,1,0,0,72
18,1,0,0,72
18,1,0,0,72
18,1,0,0,72
18,1,0,0,72
18,1,0,0,72
18,1,0,0,72
18,1,0,0,72
18,1,0,0,72
18,1,0,0,72
18,1,0,0,73
18,1,0,0,73
18,1,0,0,73
18,1,0,0,73
18,1,0,0,73
18,1,0,0,73
18,1,0,0,73
18,1,0,0,73
18,1,0,0,73
18,1,0,0,73
18,1,0,0,74
18,1,0,0,74
18,1,0,0,74
18,1,0,0,74
18,1,0,0,74
18,1,0,0,74
18,1,0,0,74
18,1,0,0,74
18,1,0,0,74
18,1,0,0,74
18,1,0,0,75
18,1,0,0,75
18,1,0,0,75
18,1,0,0,75
18,1,0,0,75
18,1,0,0,75
18,1,0,0,75
18,1,0,0,75
18,1,0,0,75
18,1,0,0,75
18,1,0,0,76
18,1,0,0,76
18,1,0,0,76
18,1,0,0,76
18,1,0,0,76
18,1,0,0,76
18,1,0,0,76
18,1,0,0,76
18,1,0,0,76
18,1,0,0,76
18,1,0,0,77
18,1,0,0,77
18,1,0,0,77
18,1,0,0,77
18,1,0,0,77
18,1,0,0,77
18,1,0,0,77
18,1,0,0,77
18,1,0,0,77
18,1,0,0,77
18,1,0,0,78
18,1,0,0,78
18,1,0,0,78
18,1,0,0,78
18,1,0,0,78
18,1,0,0,78
18,1,0,0,78
18,1,0,0,78
18,1,0,0,78
18,1,0,0,78
18,1,0,0,79
18,1,0,0,79
18,1,0,0,79
18,1,0,0,79
18,1,0,0,79
18,1,0,0,79
18,1,0,0,79
18,1,0,0,79
18,1,0,0,79
18,1,0,0,79
18,1,0,0,80
18,1,0,0,80
18,1,0,0,80
18,1,0,0,80
18,1,0,0,80
18,1,0,0,80
18,1,0,0,80
18,1,0,0,80
18,1,0,0,80
18,1,0,0,80
18,1,0,0,81
18,1,0,0,81
18,1,0,0,81
18,1,0,0,81
18,1,0,0,81
18,1,0,0,81
18,1,0,0,81
18,1,0,0,81
18,1,0,0,81
18,1,0,0,81
18,1,0,0,82
18,1,0,0,82
18,1,0,0,82
18,1,0,0,82
18,1,0,0,82
18,1,0,0,82
18,1,0,0,82
18,1,0,0,82
18,1,0,0,82
18,1,0,0,82
18,1,0,0,83
18,1,0,0,83
18,1,0,0,83
18,1,0,0,83
18,1,0,0,83
18,1,0,0,83
18,1,0,0,83
18,1,0,0,83
18,1,0,0,83
18,1,0,0,83
18,1,0,0,84
18,1,0,0,84
18,1,0,0,84
18,1,0,0,84
18,1,0,0,84
18,1,0,0,84
18,1,0,0,84
18,1,0,0,84
18,1,0,0,84
18,1,0,0,84
18,1,0,0,85
18,1,0,0,85
18,1,0,0,85
18,1,0,0,85
18,1,0,0,85
18,1,0,0,85
18,1,0,0,85
18,1,0,0,85
18,1,0,0,85
18,1,0,0,85
18,1,0,0,86
18,1,0,0,86
18,1,0,0,86
18,1,0,0,86
18,1,0,0,86
18,1,0,0,86
18,1,0,0,86
18,1,0,0,86
18,1,0,0,86
18,1,0,0,86
18,1,0,0,87
18,1,0,0,87
18,1,0,0,87
18,1,0,0,87
18,1,0,0,87
18,1,0,0,87
18,1,0,0,87
18,1,0,0,87
18,1,0,0,87
18,1,0,0,87
18,1,0,0,88
18,1,0,0,88
18,1,0,0,88
18,1,0,0,88
18,1,0,0,88
18,1,0,0,88
18,1,0,0,88
18,1,0,0,88
18,1,0,0,88
18,1,0,0,88
18,1,0,0,89
18,1,0,0,89
18,1,0,0,89
18,1,0,0,89
18,1,0,0,89
18,1,0,0,89
18,1,0,0,89
18,1,0,0,89
18,1,0,0,89
18,1,0,0,89
18,1,0,0,90
18,1,0,0,90
18,1,0,0,90
18,1,0,0,90
18,1,0,0,90
18,1,0,0,90
18,1,0,0,90
18,1,0,0,90
18,1,0,0,90
18,1,0,0,90
18,1,0,0,91
18,1,0,0,91
18,1,0,0,91
18,1,0,0,91
18,1,0,0,91
18,1,0,0,91
18,1,0,0,91
18,1,0,0,91
18,1,0,0,91
18,1,0,0,91
18,1,0,0,92
18,1,0,0,92
18,1,0,0,92
18,1,0,0,92
18,1,0,0,92
18,1,0,0,92
18,1,0,0,92
18,1,0,0,92
18,1,0,0,92
18,1,0,0,92
18,1,0,0,93
18,1,0,0,93
18,1,0,0,93
18,1,0,0,93
18,1,0,0,93
18,1,0,0,93
18,1,0,0,93
18,1,0,0,93
18,1,0,0,93
18,1,0,0,93
18,1,0,0,94
18,1,0,0,94
18,1,0,0,94
18,1,0,0,94
18,1,0,0,94
18,1,0,0,94
18,1,0,0,94
18,1,0,0,94
18,1,0,0,94
18,1,0,0,94
18,1,0,0,95
18,1,0,0,95
18,1,0,0,95
18,1,0,0,95
18,1,0,0,95
18,1,0,0,95
18,1,0,0,95
18,1,0,0,95
18,1,0,0,95
18,1,0,0,95
18,1,0,0,96
18,1,0,0,96
18,1,0,0,96
18,1,0,0,96
18,1,0,0,96
18,1,0,0,96
18,1,0,0,96
18,1,0,0,96
18,1,0,0,96
18,1,0,0,96
18,1,0,0,97
18,1,0,0,97
18,1,0,0,97
18,1,0,0,97
18,1,0,0,97
18,1,0,0,97
18,1,0,0,97
18,1,0,0,97
18,1,0,0,97
18,1,0,0,97
18,1,0,0,98
18,1,0,0,98
18,1,0,0,98
18,1,0,0,98
18,1,0,0,98
18,1,0,0,98
18,1,0,0,98
18,1,0,0,98
18,1,0,0,98
18,1,0,0,98
18,1,0,0,99
18,1,0,0,99
18,1,0,0,99
18,1,0,0,99
18,1,0,0,99
18,1,0,0,99
18,1,0,0,99
18,1,0,0,99
18,1,0,0,99
18,1,0,0,99
18,1,0,0,100
18,1,0,0,100
18,1,0,0,100
18,1,0,0,100
18,1,0,0,100
18,1,0,0,100
18,1,0,0,100
18,1,0,0,100
18,1,0,0,100
18,1,0,0,100
18,1,0,0,101
18,1,0,0,101
18,1,0,0,101
18,1,0,0,101
18,1,0,0,101
18,1,0,0,101
18,1,0,0,101
18,1,0,0,101
18,1,0,0,101
18,1,0,0,101
18,1,0,0,102
18,1,0,0,102
18,1,0,0,102
18,1,0,0,102
18,1,0,0,102
18,1,0,0,102
18,1,0,0,102
18,1,0,0,102
18,1,0,0,102
18,1,0,0,102
18,1,0,0,103
18,1,0,0,103
18,1,0,0,103
18,1,0,0,103
18,1,0,0,103
18,1,0,0,103
18,1,0,0,103
18,1,0,0,103
18,1,0,0,103
18,1,0,0,103
18,1,0,0,104
18,1,0,0,104
18,1,0,0,104
18,1,0,0,104
18,1,0,0,104
18,1,0,0,104
18,1,0,0,104
18,1,0,0,104
18,1,0,0,104
18,1,0,0,104
18,1,0,0,105
18,1,0,0,105
18,1,0,0,105
18,1,0,0,105
18,1,0,0,105
18,1,0,0,105
18,1,0,0,105
18,1,0,0,105
18,1,0,0,105
18,1,0,0,105
18,1,0,0,106
18,1,0,0,106
18,1,0,0,106
18,1,0,0,106
18,1,0,0,106
18,1,0,0,106
18,1,0,0,106
18,1,0,0,106
18,1,0,0,106
18,1,0,0,106
18,1,0,0,107
18,1,0,0,107
18,1,0,0,107
18,1,0,0,107
18,1,0,0,107
18,1,0,0,107
18,1,0,0,107
18,1,0,0,107
18,1,0,0,107
18,1,0,0,107
18,1,0,0,108
18,1,0,0,108
18,1,0,0,108
18,1,0,0,108
18,1,0,0,108
18,1,0,0,108
18,1,0,0,108
18,1,0,0,108
18,1,0,0,108
18,1,0,0,108
18,1,0,0,109
18,1,0,0,109
18,1,0,0,109
18,1,0,0,109
18,1,0,0,109
18,1,0,0,109
18,1,0,0,109
18,1,0,0,109
18,1,0,0,109
18,1,0,0,109
18,1,0,0,110
18,1,0,0,110
18,1,0,0,110
18,1,0,0,110
18,1,0,0,110
18,1,0,0,110
18,1,0,0,110
18,1,0,0,110
18,1,0,0,110
18,1,0,0,110
18,1,0,0,111
18,1,0,0,111
18,1,0,0,111
18,1,0,0,111
18,1,0,0,111
18,1,0,0,111
18,1,0,0,111
18,1,0,0,111
18,1,0,0,111
18,1,0,0,111
18,1,0,0,112
18,1,0,0,112
18,1,0,0,112
18,1,0,0,112
18,1,0,0,112
18,1,0,0,112
18,1,0,0,112
18,1,0,0,112
18,1,0,0,112
18,1,0,0,112
18,1,0,0,113
18,1,0,0,113
18,1,0,0,113
18,1,0,0,113
18,1,0,0,113
18,1,0,0,113
18,1,0,0,113
18,1,0,0,113
18,1,0,0,113
18,1,0,0,113
18,1,0,0,114
18,1,0,0,114
18,1,0,0,114
18,1,0,0,114
18,1,0,0,114
18,1,0,0,114
18,1,0,0,114
18,1,0,0,114
18,1,0,0,114
18,1,0,0,114
18,1,0,0,115
18,1,0,0,115
18,1,0,0,115
18,1,0,0,115
18,1,0,0,115
18,1,0,0,115
18,1,0,0,115
18,1,0,0,115
18,1,0,0,115
18,1,0,0,115
18,1,0,0,116
18,1,0,0,116
18,1,0,0,116
18,1,0,0,116
18,1,0,0,116
18,1,0,0,116
18,1,0,0,116
18,1,0,0,116
18,1,0,0,116
18,1,0,0,116
18,1,0,0,117
18,1,0,0,117
18,1,0,0,117
18,1,0,0,117
18,1,0,0,117
18,1,0,0,117
18,1,0,0,117
18,1,0,0,117
18,1,0,0,117
18,1,0,0,117
18,1,0,0,118
18,1,0,0,118
18,1,0,0,118
18,1,0,0,118
18,1,0,0,118
18,1,0,0,118
18,1,0,0,118
18,1,0,0,118
18,1,0,0,118
18,1,0,0,118
18,1,0,0,119
18,1,0,0,119
18,1,0,0,119
18,1,0,0,119
18,1,0,0,119
18,1,0,0,119
18,1,0,0,119
18,1,0,0,119
18,1,0,0,119
18,1,0,0,119
18,1,0,0,120
18,1,0,0,120
18,1,0,0,120
18,1,0,0,120
18,1,0,0,120
18,1,0,0,120
18,1,0,0,120
18,1,0,0,120
18,1,0,0,120
18,1,0,0,120
18,1,0,0,121
18,1,0,0,121
18,1,0,0,121
18,1,0,0,121
18,1,0,0,121
18,1,0,0,121
18,1,0,0,121
18,1,0,0,121
18,1,0,0,121
18,1,0,0,121
18,1,0,0,122
18,1,0,0,122
18,1,0,0,122
18,1,0,0,122
18,1,0,0,122
18,1,0,0,122
18,1,0,0,122
18,1,0,0,122
18,1,0,0,122
18,1,0,0,122
18,1,0,0,123
18,1,0,0,123
18,1,0,0,123
18,1,0,0,123
18,1,0,0,123
18,1,0,0,123
18,1,0,0,123
18,1,0,0,123
18,1,0,0,123
18,1,0,0,123
18,1,0,0,124
18,1,0,0,124
18,1,0,0,124
18,1,0,0,124
18,1,0,0,124
18,1,0,0,124
18,1,0,0,124
18,1,0,0,124
18,1,0,0,124
18,1,0,0,124
18,1,0,0,125
18,1,0,0,125
18,1,0,0,125
18,1,0,0,125
18,1,0,0,125
18,1,0,0,125
18,1,0,0,125
18,1,0,0,125
18,1,0,0,125
18,1,0,0,125
18,1,0,0,126
18,1,0,0,126
18,1,0,0,126
18,1,0,0,126
18,1,0,0,126
18,1,0,0,126
18,1,0,0,126
18,1,0,0,126
18,1,0,0,126
18,1,0,0,126
18,1,0,0,127
18,1,0,0,127
18,1,0,0,127
18,1,0,0,127
18,1,0,0,127
18,1,0,0,127
18,1,0,0,127
18,1,0,0,127
18,1,0,0,127
18,1,0,0,127
18,1,0,0,128
18,1,0,0,128
18,1,0,0,128
18,1,0,0,128
18,1,0,0,128
18,1,0,0,128
18,1,0,0,128
18,1,0,0,128
18,1,0,0,128
18,1,0,0,128
18,1,0,0,129
18,1,0,0,129
18,1,0,0,129
18,1,0,0,129
18,1,0,0,129
18,1,0,0,129
18,1,0,0,129
18,1,0,0,129
18,1,0,0,129
18,1,0,0,129
18,1,0,0,130
18,1,0,0,130
18,1,0,0,130
18,1,0,0,130
18,1,0,0,130
18,1,0,0,130
18,1,0,0,130
18,1,0,0,130
18,1,0,0,130
18,1,0,0,130
18,1,0,0,131
18,1,0,0,131
18,1,0,0,131
18,1,0,0,131
18,1,0,0,131
18,1,0,0,131
18,1,0,0,131
18,1,0,0,131
18,1,0,0,131
18,1,0,0,131
18,1,0,0,132
18,1,0,0,132
18,1,0,0,132
18,1,0,0,132
18,1,0,0,132
18,1,0,0,132
18,1,0,0,132
18,1,0,0,132
18,1,0,0,132
18,1,0,0,132
18,1,0,0,133
18,1,0,0,133
18,1,0,0,133
18,1,0,0,133
18,1,0,0,133
18,1,0,0,133
18,1,0,0,133
18,1,0,0,133
18,1,0,0,133
18,1,0,0,133
18,1,0,0,134
18,1,0,0,134
18,1,0,0,134
18,1,0,0,134
18,1,0,0,134
18,1,0,0,134
18,1,0,0,134
18,1,0,0,134
18,1,0,0,134
18,1,0,0,134
18,1,0,0,135
18,1,0,0,135
18,1,0,0,135
18,1,0,0,135
18,1,0,0,135
18,1,0,0,135
18,1,0,0,135
18,1,0,0,135
18,1,0,0,135
18,1,0,0,135
18,1,0,0,136
18,1,0,0,136
18,1,0,0,136
18,1,0,0,136
18,1,0,0,136
18,1,0,0,136
18,1,0,0,136
18,1,0,0,136
18,1,0,0,136
18,1,0,0,136
18,1,0,0,137
18,1,0,0,137
18,1,0,0,137
18,1,0,0,137
18,1,0,0,137
18,1,0,0,137
18,1,0,0,137
18,1,0,0,137
18,1,0,0,137
18,1,0,0,137
18,1,0,0,138
18,1,0,0,138
18,1,0,0,138
18,1,0,0,138
18,1,0,0,138
18,1,0,0,138
18,1,0,0,138
18,1,0,0,138
18,1,0,0,138
18,1,0,0,138
18,1,0,0,139
18,1,0,0,139
18,1,0,0,139
18,1,0,0,139
18,1,0,0,139
18,1,0,0,139
